#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
19105,Redmine,Defect,NA,Confirmed,Normal,[Plugin directory] ratings link in plugin show view is pointing to missing anchor,Mischa The Evil,Jean-Philippe Lang,2017-06-02T07:38:00Z,Website (redmine.org),NA,NA,NA,NA,0,2015-02-14T06:31:00Z,NA,次のチケットが重複 #21345,NA,NA,"This can be fixed by adding the @ratings@ id to the @h3@ heading (@<h3 id=""ratings"">User ratings</h3>@)."
19111,Redmine,Defect,NA,Closed,Normal,"Bad spelling in Spanish ""mail_body_reminder""",Toshi MARUYAMA,NA,2015-02-15T12:18:00Z,Translations,3.0.0,NA,NA,NA,0,2015-02-15T12:15:00Z,2015-02-15T12:18:00Z,NA,Fixed,NA,"https://github.com/redmine/redmine/pull/50

> ""t?"" should never, ever, be used. Only ""ti""

<pre><code class=""diff"">
diff --git a/config/locales/es.yml b/config/locales/es.yml
--- a/config/locales/es.yml
+++ b/config/locales/es.yml
@@ -661,7 +661,7 @@ es:
   mail_body_account_information_external: ""Puede usar su cuenta %{value} para conectarse.""
   mail_body_lost_password: 'Para cambiar su contrase?a, haga clic en el siguiente enlace:'
   mail_body_register: 'Para activar su cuenta, haga clic en el siguiente enlace:'
-  mail_body_reminder: ""%{count} peticion(es) asignadas a t? finalizan en los pr?ximos %{days} d?as:""
+  mail_body_reminder: ""%{count} peticion(es) asignadas a ti finalizan en los pr?ximos %{days} d?as:""
   mail_subject_account_activation_request: ""Petici?n de activaci?n de cuenta %{value}""
   mail_subject_lost_password: ""Tu contrase?a del %{value}""
   mail_subject_register: ""Activaci?n de la cuenta del %{value}""
</code></pre>"
19117,Redmine,Defect,NA,Closed,High,XSS Vulnerability in Flash rendering,Jan from Planio www.plan.io,NA,2015-12-07T10:00:00Z,Security,NA,NA,NA,NA,0,2015-02-16T21:31:00Z,2015-10-07T21:32:00Z,NA,Fixed,NA,"h3. Summary


There one one confirmed and several potential XSS vulnerabilities in
Redmine's flash rendering.

h3. Description

When rendering flash messages, Redmine unconditionally marks the
rendered messages as html_safe. This leads to all html special
characters in the flash message to be rendered as HTML unless they are
manually escaped beforehand.

In several places in Redmine, the message is not sufficiently escaped
and allows the rendering of raw, user-supplied values.

Example exploit:

Given a user with the following string configured as the email address
(which is accepted by the mail validations):

    ""><script>alert('Vulnerable!')</script>""a@a.bc

When that user sends himself a test mail using the admin/test_mail
action, the configured email is pushed unescaped in the flash message,
resulting in the included javascript to be executed.

This can be used in a targeted attack as a reflected XSS to perform
actions as an administrator.

The attached patch also fixes other places where potentially unsafe
information is passed in a flash message, including an issue similar to
the one described above concerning mail registration.

This vulnerability is in Redmine since at least 2.3, possibly much
longer. It is advised to backport the patch to all supported versions of
Redmine and to release updated versions.

h3. Credits

This issue was discovered by Holger Just of Planio.

h3. Solution

Attach the patch against current Redmine trunk (redmine:r14014) attached to this
mail."
19120,Redmine,Defect,NA,Closed,Normal,Wrap parent task title on the issue list,Felix Sch?fer,Jean-Philippe Lang,2015-02-18T12:44:00Z,UI,2.6.2,NA,NA,NA,0,2015-02-17T13:36:00Z,2015-02-18T12:44:00Z,NA,Fixed,2.6.1,"The parent task titles on the issue list are not wrapped, which might cause the parent task column to get very wide, although there might be only a few entries for a full issue list page."
19121,Redmine,Defect,NA,New,Normal,Mismath of feature and documentation in activities (time tracking) custom field,Toshi MARUYAMA,NA,2017-06-02T09:03:00Z,Documentation,NA,NA,NA,NA,0,2015-02-17T15:26:00Z,NA,"関連している #21061, 関連している #25773",NA,NA,"message#45181

> [[RedmineCustomFields#Fields-for-Activities-time-tracking]] says :

>> Data in time tracking activity custom fields can be used and/or will be displayed in the Timelog report and the Project settings. See also #4077 for some details about this nifty feature.

I don't know it is regression or wrong documentation."
19128,Redmine,Defect,NA,Closed,Normal,Searching for a number that happens to be an issue id,Tyghe Vallard,NA,2015-02-18T17:49:00Z,NA,NA,NA,NA,NA,0,2015-02-18T17:03:00Z,2015-02-18T17:20:00Z,NA,Invalid,NA,"If you search for a number in the search box it takes you directly to the issue id if there is an issue id for that number.

It should take you to a results page if there are search results that match that number

I've created the scenario on the demo site
http://demo.redmine.org/projects/search-issue/issues

The first issue is created and the issue id is 80815
The second issue is created and subject is set to 'Subject contains 80815'

Using the search box if you enter in 80815 it will take you directly to Issue 80815 instead of showing a results page for both issues.

I know that you can wrap the text in the search box with quotes such as ""80815"" which will then bring up a search results page with only the second issue, but should it not also contain the first issue in those results?

I'm also not sure why you should even have to wrap the search text in quotes to get it to search for text anyways.

I'm not sure what version the demo site is, but here is the info page from our Redmine instance

<pre>
Environment:
  Redmine version                2.6.1.stable
  Ruby version                   2.0.0-p451 (2014-02-24) [x86_64-linux]
  Rails version                  3.2.21
  Environment                    production
  Database adapter               PostgreSQL
SCM:
  Git                            1.9.1
  Filesystem                     
Redmine plugins:
  redmine_dmsf                   1.4.8 stable
</pre>

Let me know if I'm doing something wrong or if more information is needed"
19132,Redmine,Defect,NA,Closed,Normal,DEPRECATION WARNING: db/migrate/001_setup.rb,Toshi MARUYAMA,Jean-Philippe Lang,2015-02-19T18:41:00Z,Database,NA,NA,NA,NA,0,2015-02-19T05:13:00Z,2015-02-19T18:38:00Z,NA,Fixed,NA,"https://travis-ci.org/marutosi/redmine-bb/jobs/51242421#L416

> DEPRECATION WARNING: You attempted to assign a value which is not explicitly `true` or `false` to a boolean column. Currently this value casts to `false`. This will change to match Ruby's semantics, and will cast to `true` in Rails 5. If you would like to maintain the current behavior, you should explicitly handle the values you would like cast to `false`. (called from up at /home/travis/build/marutosi/redmine-bb/db/migrate/001_setup.rb:291)"
19133,Redmine,Defect,NA,New,Normal,PDF Export loses {{toc}},Toshi MARUYAMA,NA,2015-02-20T08:20:00Z,PDF export,NA,NA,NA,NA,0,2015-02-19T07:03:00Z,NA,次のチケットが重複 #21729,NA,3.0.0,"On trunk r14031:

!toc-lost.png!"
19151,Redmine,Defect,NA,Closed,Normal,Upgrade from 2.6 to 3.0 failed.,Feng  Yu,NA,2016-11-29T10:51:00Z,Database,NA,NA,NA,NA,0,2015-02-23T04:02:00Z,2015-02-23T17:10:00Z,NA,Invalid,3.0.0,"When I use this command ``bundle exec rake db:migrate RAILS_ENV=production``, it's crashed.

Here is what I see:

```
root@iotdemo:/usr/local/redmine# bundle exec rake db:migrate RAILS_ENV=production
rake aborted!
ArgumentError: The scope body needs to be callable.
/usr/local/rvm/gems/ruby-2.1.5/gems/activerecord-4.2.0/lib/active_record/scoping/named.rb:143:in `scope'
/usr/local/redmine/plugins/redmine_agile/lib/redmine_agile/patches/issue_patch.rb:33:in `block in included'
/usr/local/redmine/plugins/redmine_agile/lib/redmine_agile/patches/issue_patch.rb:29:in `class_eval'
/usr/local/redmine/plugins/redmine_agile/lib/redmine_agile/patches/issue_patch.rb:29:in `included'
/usr/local/redmine/plugins/redmine_agile/lib/redmine_agile/patches/issue_patch.rb:50:in `include'
/usr/local/redmine/plugins/redmine_agile/lib/redmine_agile/patches/issue_patch.rb:50:in `<top (required)>'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `require'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `block in require'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:240:in `load_dependency'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `require'
/usr/local/redmine/plugins/redmine_agile/lib/redmine_agile.rb:26:in `<top (required)>'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `require'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `block in require'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:240:in `load_dependency'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `require'
/usr/local/redmine/plugins/redmine_agile/init.rb:55:in `<top (required)>'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `require'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `block in require'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:240:in `load_dependency'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `require'
/usr/local/redmine/lib/redmine/plugin.rb:155:in `block in load'
/usr/local/redmine/lib/redmine/plugin.rb:146:in `each'
/usr/local/redmine/lib/redmine/plugin.rb:146:in `load'
/usr/local/redmine/config/initializers/30-redmine.rb:21:in `<top (required)>'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:268:in `load'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:268:in `block in load'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:240:in `load_dependency'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:268:in `load'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/engine.rb:652:in `block in load_config_initializer'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/notifications.rb:166:in `instrument'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/engine.rb:651:in `load_config_initializer'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/engine.rb:616:in `block (2 levels) in <class:Engine>'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/engine.rb:615:in `each'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/engine.rb:615:in `block in <class:Engine>'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/initializable.rb:30:in `instance_exec'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/initializable.rb:30:in `run'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/initializable.rb:55:in `block in run_initializers'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/initializable.rb:44:in `each'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/initializable.rb:44:in `tsort_each_child'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/initializable.rb:54:in `run_initializers'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/application.rb:352:in `initialize!'
/usr/local/redmine/config/environment.rb:14:in `<top (required)>'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `require'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `block in require'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:240:in `load_dependency'
/usr/local/rvm/gems/ruby-2.1.5/gems/activesupport-4.2.0/lib/active_support/dependencies.rb:274:in `require'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/application.rb:328:in `require_environment!'
/usr/local/rvm/gems/ruby-2.1.5/gems/railties-4.2.0/lib/rails/application.rb:443:in `block in run_tasks_blocks'
Tasks: TOP => db:migrate => environment
(See full trace by running task with --trace)
```

And when I change my ruby version to 2.2 use rvm, also this problem. Please help, thanks."
19161,Redmine,Defect,NA,Closed,Normal,500 Internal error:  sorting for column mail at Administration/User,Grischa Zengel,Jean-Philippe Lang,2015-03-21T09:31:00Z,UI,3.0.2,NA,NA,NA,0,2015-02-23T22:59:00Z,2015-03-21T09:31:00Z,NA,Fixed,3.0.0,https://redmine/redmine/users?sort=mail will show an error.
19163,Redmine,Defect,NA,Closed,Normal,Bulk edit form shows additional custom fields,Grischa Zengel,Jean-Philippe Lang,2015-04-25T09:32:00Z,Custom fields,3.0.2,NA,NA,NA,0,2015-02-24T00:08:00Z,2015-04-25T09:32:00Z,NA,Fixed,NA,"I have a project with one tracker.
For this tracker are only 2 custom fields enabled.
The most custom fields are for all projects.

If I look in field permissions for all roles and this tracker I only see 2 custom fields.
If create a new issue and edit this issue I see only 2 custom fields.

In bulk edit I see 4 custom fields. I don't see a reason why exactly these 2 are there.

# Field: class=""bool_cf"" id=""issue_custom_field_values_6""
# Field: class=""string_cf"" id=""issue_custom_field_values_16""
# Field: class=""string_cf"" id=""issue_custom_field_values_31""
# Field: class=""string_cf"" id=""issue_custom_field_values_32""

1+2 are additional
3+4 are in this tracker
"
19165,Redmine,Defect,NA,Closed,Normal,LDAP managment with REDMINE - Password expired,S?bastien ZAJAC,NA,2015-03-29T05:26:00Z,LDAP,NA,NA,NA,NA,0,2015-02-24T10:47:00Z,2015-03-29T05:26:00Z,次のチケットと重複 #18934,Duplicate,2.3.2,"There is a way to perform LDAP authentication with REDMINE
In case of LDAP password expired, is there a way (or a pluggin) to give the capability to the user to change his password through the REDMINE interface ?

Thanks a lot"
19166,Redmine,Defect,NA,Closed,High,User activity: changes made to tickets are not shown,Benedikt Huss,NA,2015-03-01T00:14:00Z,Activity view,NA,NA,NA,NA,0,2015-02-24T10:49:00Z,2015-03-01T00:14:00Z,関連している #19168,Invalid,3.0.0,In Redmine 3.0.0 changes made to tickets are not shown in the user activity. There are only created displayed that were created by the user.
19168,Redmine,Defect,NA,Closed,High,Activity: changes made to tickets are shown multiple times,Benedikt Huss,Jean-Philippe Lang,2015-04-25T09:33:00Z,Activity view,3.0.2,NA,NA,NA,0,2015-02-24T12:18:00Z,2015-04-25T09:33:00Z,関連している #19166,Fixed,3.0.0,"I have been making the following changes for a ticket in one step:

- change done ratio from 90 to 100
- changed the assigned user
- changed the state

After saving the changes, the ticket is listed three times in my user activity. When I only change two properties, it is listed twice.

"
19172,Redmine,Defect,NA,Closed,Normal,"""gem update bundler"" suggestion for ""`x64_mingw` is not a valid platform""",Lukas Pirl,Jean-Philippe Lang,2015-03-08T11:37:00Z,Gems support,3.0.1,NA,NA,NA,0,2015-02-24T18:54:00Z,2015-03-08T11:37:00Z,次のチケットが重複 #19192,Fixed,3.0.0,"I just tried to install Redmine 3.0.0 on Debian 7.8 and

  bundle install --without development test rmagick

died with

<pre>
`x64_mingw` is not a valid platform. The available options are: [:ruby, :ruby_18, :ruby_19, :ruby_20, :mri, :mri_18, :mri_19, :mri_20,
:rbx, :jruby, :mswin, :mingw, :mingw_18, :mingw_19, :mingw_20
</pre>

After I removed all occurrences of @x64_mingw@ from the Gemfile, @bundle install@ completed without an error.

I run @ruby 1.9.3p194 (2012-04-20 revision 35410) [x86_64-linux]@."
19173,Redmine,Defect,NA,New,Normal,Trac Migrate Script with Redmine 3.0,Robert V,NA,2016-07-08T04:31:00Z,Importers,NA,NA,NA,NA,0,2015-02-24T20:43:00Z,NA,関連している #20943,NA,3.0.0,"I have a basic Redmine 3.0 installation, using the redmine migrate_from_trac script

<pre>
mysql  Ver 15.1 Distrib 5.5.41-MariaDB, for Linux (x86_64) using readline 5.1
ruby 2.0.0p353 (2013-11-22) [x86_64-linux]
Rails 4.2.0
</pre>
CentOS 7 install, using EPEL's ruby version.
<pre>
[root@ticket redmine]# ./bin/about 

sh: svn: command not found
sh: darcs: command not found
sh: hg: command not found
sh: cvs: command not found
sh: bzr: command not found
Environment:
  Redmine version                3.0.0.stable
  Ruby version                   2.0.0-p353 (2013-11-22) [x86_64-linux]
  Rails version                  4.2.0
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            1.8.3.1
  Filesystem                     
Redmine plugins:
  redmine_agile                  1.3.7

</pre>

<pre>
[root@ticket redmine]# rake redmine:migrate_from_trac RAILS_ENV=""production""
rake aborted!
NoMethodError: undefined method `set_inheritance_column' for TracMigrate::TracAttachment(Table doesn't exist):Class
/usr/local/share/gems/gems/activerecord-4.2.0/lib/active_record/dynamic_matchers.rb:26:in `method_missing'
/var/www/redmine/lib/tasks/migrate_from_trac.rake:121:in `<class:TracAttachment>'
/var/www/redmine/lib/tasks/migrate_from_trac.rake:119:in `<module:TracMigrate>'
/var/www/redmine/lib/tasks/migrate_from_trac.rake:25:in `block (2 levels) in <top (required)>'
Tasks: TOP => redmine:migrate_from_trac
(See full trace by running task with --trace)
[root@ticket redmine]# 

</pre>

And again with --trace:

<pre>
[root@ticket redmine]# rake redmine:migrate_from_trac RAILS_ENV=""production"" --trace
** Invoke redmine:migrate_from_trac (first_time)
** Invoke environment (first_time)
** Execute environment
** Execute redmine:migrate_from_trac
rake aborted!
NoMethodError: undefined method `set_inheritance_column' for TracMigrate::TracAttachment(Table doesn't exist):Class
/usr/local/share/gems/gems/activerecord-4.2.0/lib/active_record/dynamic_matchers.rb:26:in `method_missing'
/var/www/redmine/lib/tasks/migrate_from_trac.rake:121:in `<class:TracAttachment>'
/var/www/redmine/lib/tasks/migrate_from_trac.rake:119:in `<module:TracMigrate>'
/var/www/redmine/lib/tasks/migrate_from_trac.rake:25:in `block (2 levels) in <top (required)>'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/task.rb:240:in `call'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/task.rb:240:in `block in execute'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/task.rb:235:in `each'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/task.rb:235:in `execute'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/task.rb:179:in `block in invoke_with_call_chain'
/usr/share/ruby/monitor.rb:211:in `mon_synchronize'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/task.rb:172:in `invoke_with_call_chain'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/task.rb:165:in `invoke'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:150:in `invoke_task'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:106:in `block (2 levels) in top_level'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:106:in `each'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:106:in `block in top_level'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:115:in `run_with_threads'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:100:in `top_level'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:78:in `block in run'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:176:in `standard_exception_handling'
/usr/local/share/gems/gems/rake-10.4.2/lib/rake/application.rb:75:in `run'
/usr/local/share/gems/gems/rake-10.4.2/bin/rake:33:in `<top (required)>'
/usr/local/bin/rake:23:in `load'
/usr/local/bin/rake:23:in `<main>'
Tasks: TOP => redmine:migrate_from_trac

</pre>"
19174,Redmine,Defect,NA,Needs feedback,Normal,db migrate error from old version to 2.6,Jasen Burkett,Jean-Philippe Lang,2015-03-26T11:41:00Z,NA,Candidate for next minor release,NA,NA,NA,0,2015-02-24T23:12:00Z,NA,NA,NA,NA,"I did the typical mysqldump to get all the data from an existing (VERY OLD) redmine install that is being used.

I sucessfully imported the old data into a new redmine (newest version) clean install on a different server.

However now when I go to the page redmine.ardemgaz.com it no longer works (redmine is broke).

In the production.log file I am getting this error everytime I go to the page.
    Started GET ""/"" for 10.2.2.67 at 2015-02-24 21:55:23 +0000
Processing by WelcomeController#index as HTML
  Current user: anonymous
Completed 500 Internal Server Error in 2.7ms

NoMethodError (undefined method `passwd_changed_on' for #<AnonymousUser:0x00000005ed6520>):
  app/controllers/application_controller.rb:150:in `force_logout_if_password_changed'    

When I imported the new data, I have not been able to do the following:
    rake db:migrate RAILS_ENV=production    

because I get an error... here is the first part of that error....

    rake aborted!
StandardError: An error has occurred, all later migrations canceled:

undefined method `inherit_members_changed?' for #<Project:0x000000032977c0>/var/lib/gems/1.9.1/gems/activemodel-3.2.21/lib/active_model/attribute_methods.rb:407:in `method_missing'
/var/lib/gems/1.9.1/gems/activerecord-3.2.21/lib/active_record/attribute_methods.rb:149:in `method_missing'    

I seriously need some help here.

Thank you in advance"
19181,Redmine,Defect,NA,Closed,Normal,"Something wrong with sl.yml file: expects it to return a hash, but does not",Ivan Cenov,NA,2016-12-25T10:22:00Z,Translations,NA,NA,NA,NA,0,2015-02-25T09:00:00Z,2016-12-25T10:22:00Z,NA,Invalid,2.6.2,"When opening Administration.Settings Internal error 500 arises. Here is the log:
<pre>
Started GET ""/settings"" for 192.168.20.155 at 2015-02-25 09:47:29 +0200
Processing by SettingsController#index as HTML
  Current user: imc (id=3)
  Rendered settings/_general.html.erb (15.6ms)
  Rendered settings/_display.html.erb (7843.8ms)
  Rendered common/_tabs.html.erb (7984.4ms)
  Rendered settings/edit.html.erb within layouts/admin (7984.4ms)
Completed 500 Internal Server Error in 8093.8ms

ActionView::Template::Error (can not load translations from e:/data/redmine/config/locales/sl.yml: expects it to return a hash, but does not):
    3: <div class=""box tabular settings"">
    4: <p><%= setting_select :ui_theme, Redmine::Themes.themes.collect {|t| [t.name, t.id]}, :blank => :label_default, :label => :label_theme %></p>
    5: 
    6: <p><%= setting_select :default_language, lang_options_for_select(false) %></p>
    7: 
    8: <p><%= setting_check_box :force_default_language_for_anonymous %></p>
    9: 
  lib/redmine/i18n.rb:167:in `init_translations'
  lib/redmine/i18n.rb:181:in `lookup'
  lib/redmine/i18n.rb:98:in `block in languages_options'
  lib/redmine/i18n.rb:97:in `select'
  lib/redmine/i18n.rb:97:in `languages_options'
  lib/redmine/i18n.rb:103:in `block in languages_options'
  lib/redmine/i18n.rb:102:in `languages_options'
  app/helpers/application_helper.rb:1041:in `lang_options_for_select'
  app/views/settings/_display.html.erb:6:in `block in _app_views_settings__display_html_erb___883592265_43148952'
  app/views/settings/_display.html.erb:1:in `_app_views_settings__display_html_erb___883592265_43148952'
  app/views/common/_tabs.html.erb:22:in `block in _app_views_common__tabs_html_erb__542797332_42179844'
  app/views/common/_tabs.html.erb:21:in `each'
  app/views/common/_tabs.html.erb:21:in `_app_views_common__tabs_html_erb__542797332_42179844'
  app/helpers/application_helper.rb:328:in `render_tabs'
  app/views/settings/edit.html.erb:3:in `_app_views_settings_edit_html_erb___546118604_40738836'
  app/controllers/settings_controller.rb:28:in `index'
</pre>
There is something bad with Slovenian language file sl.yml.
Affected version is 2.6.2, but older versions suffer too. After removing sl.yml, /settings page appeared normally."
19185,Redmine,Defect,NA,Closed,Normal,Update Install/Upgrade guide for 3.x version and get gid of DEPRECATION WARNING: You didn't set config.secret_key_base,Pavel Potcheptsov,Jean-Philippe Lang,2015-04-28T06:45:00Z,Documentation,3.0.2,NA,NA,NA,0,2015-02-25T13:56:00Z,2015-04-25T10:15:00Z,関連している #20292,NA,3.0.0,"Need to add section for *3.x install* and *upgrade to 3.x* where change such text
<pre>
Run the following command from your new Redmine root directory:

bundle exec rake generate_secret_token

This will generate a file (config/initializers/secret_token.rb) with a random secret used to secure session data.
</pre>
to something like:
- follow official ""guide"":http://guides.rubyonrails.org/upgrading_ruby_on_rails.html#config-secrets-yml
- or just create secrets.yml file with such content:
<pre>
production:
  secret_key_base:
</pre>
- run *rake secret* and copy/paste output after *secret_key_base:*
Otherwise you'll get *DEPRECATION WARNING: You didn't set config.secret_key_base* in your production.log"
19187,Redmine,Defect,NA,New,Normal,Roadmap links in subproject,Dmc NSG,NA,2017-12-01T14:40:00Z,Roadmap,NA,NA,NA,NA,0,2015-02-25T17:30:00Z,NA,"関連している #15248, 関連している #19059",NA,2.6.2,"I have redmine with Project1 and Subproject2. There are two versions in Project1: Ver1 and Ver2, both shared with subprojects. 
Then I have two users: Admin1 and User2. 
Admin can view everything. User2 is assigned to Subproject2. 
There are 2 issues in Project1/Ver1, 3 in Project1/Ver2 and 4 in Subproject2/Ver1. 

For User2 links in roadmap are broken. They all link to Project1. Numbers are wrong too, this particular user should see only 4 issues, and not everything from Project1 - 9 issues. Links points to Project1 so they give 403 for that user. 

I think that version.issue count should include permissions. Links should point to right context which is actual project. 
Or maybe there should be more links for more cotexts like: 
9 issues   (0 closed ? 9 open) - Project1 
4 issues   (0 closed ? 4 open) - Subproject1/Ver2

Right now this place constantly gives 403 error, users are not allowed to view parent project, they expect to see their context (smaller number of issues and query from actual project)."
19189,Redmine,Defect,NA,Closed,Normal,Multiple users cannot access the same page.,Geraldine Chollet,NA,2015-03-23T10:04:00Z,Performance,NA,NA,NA,NA,0,2015-02-26T02:25:00Z,2015-03-23T10:04:00Z,NA,Invalid,NA,"We are  just a few Redmine users, however, only 1 user can access any page at a given time. If another user tries to access the same page (issues, overview, etc.) the browser shows a spinning wheel and never finishes loading ""connecting..."". If the user leaves the page, then it loads for the other user. Can anyone give me some guidance on what setting we missed? 

We are running Redmine on Windows not Linux."
19192,Redmine,Defect,NA,Closed,Normal,"""rake"" command is showing error, `x64_mingw` is not a valid platform.",Taejin Park,NA,2015-03-05T01:11:00Z,NA,NA,NA,NA,NA,0,2015-02-26T08:43:00Z,2015-03-05T01:11:00Z,次のチケットと重複 #19172,Duplicate,3.0.0,"ruby ver : ruby 2.2.0p0 (2014-12-25 revision 49005) [x86_64-linux-gnu]

I setting redmine 3.0.

But, I commanded ""rake generate_secret_token""

Showing this error.

`x64_mingw` is not a valid platform. The available options are: [:ruby, :ruby_18, :ruby_19, :ruby_20, :mri, :mri_18, :mri_19, :mri_20, :rbx, :jruby, :mswin, :mingw, :mingw_18, :mingw_19, :mingw_20]

Help me!!!!!"
19193,Redmine,Defect,NA,New,Normal,Custom Field definition inconsistency,Kiran Kumar,NA,2015-02-27T13:15:00Z,Issues,NA,NA,NA,NA,0,2015-02-26T09:19:00Z,NA,"次のチケットが重複 #12940, 次のチケットが重複 #15408, 次のチケットが重複 #20257, 次のチケットが重複 #12954",NA,2.5.0,"The custom fields allow us to create a field as 'required' and also allow us to set the visibility per role. But it still mandates the field entry for other users to whom it is not visible.

This behavior is inconsistent. Please correct it at the earliest as we need such a customization for our project."
19197,Redmine,Defect,NA,Closed,Normal,Missing notification if assignee was a group,Federico Di Dio,Jean-Philippe Lang,2015-09-09T11:23:00Z,Email notifications,2.6.3,NA,NA,NA,0,2015-02-26T14:43:00Z,2015-03-08T10:41:00Z,関連している #2694,Fixed,NA,"If the old assignee of an issue is a group, no mail is sent to notify change of assignee.
The feature was clearly intended to be there, as there are explicit checks for this case.

Attached a patch for trunk."
