#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
21674,Redmine,Defect,"",Closed,Normal,The LDAP connection test does not check the credentials,Helder Manuel Torres Vieira,Jean-Philippe Lang,2016-05-21 09:07,LDAP,3.3.0,"","","",0,2016-01-08 12:18,2016-01-22 19:19,"",Fixed,"","h2. Defect Description

In the current version and the last trunk, the Authenticacion Modes that works through LDAP does not check the username or password.

This can be a problem, because, if the LDAP Server is available but does not return any response due to an incorrect username and password, and can't bind the connection.

This patch adds the possibility in the moment to do a LDAP connection Test, if the username and password is defined it binds to check that are correct, else returns an exception with it's error.

I've added the follow test to check the username and the password, as the connectivity against the LDAP Server.

This patch has been tested with the last Trunk (14992) and the configurations of the LDAP Server that comes included to do the tests.

h2. Running Tests:

<pre>
vagrant@redmine:/opt/redmine/trunk# RAILS_ENV=""test"" rake test test/unit/auth_source_ldap_test.rb
Run options: --seed 12217

# Running:

.......................

Finished in 3.987555s, 5.7679 runs/s, 20.0624 assertions/s.

23 runs, 80 assertions, 0 failures, 0 errors, 0 skips
vagrant@redmine:/opt/redmine/trunk#
</pre>


h2. Attached Screenshots:

!0.png!

!1.png!

!2.png!"
21673,Redmine,Defect,"",Closed,Normal,ActionView::Template::Error: Cannot visit ThreadSafe::Array,Hendrik Roth,"",2016-01-12 14:13,"","","","","",0,2016-01-08 10:35,2016-01-12 14:13,ä÷òAÇµÇƒÇ¢ÇÈ #21668,"",3.1.3,"executing bundle exec rake redmine:send_reminders days=7 RAILS_ENV=""production"" results in:

<pre>
rake aborted!
ActionView::Template::Error: Cannot visit ThreadSafe::Array
/home/npticket/apps/npticket/current/app/models/user.rb:737:in `anonymous'
/home/npticket/apps/npticket/current/app/models/user.rb:731:in `current'
/home/npticket/apps/npticket/current/app/models/issue.rb:1242:in `css_classes'
/home/npticket/apps/npticket/current/app/helpers/application_helper.rb:87:in `link_to_issue'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:5:in `block in _app_views_mailer_reminder_html_erb__2458635835046685007_70109836468080'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:4:in `each'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:4:in `_app_views_mailer_reminder_html_erb__2458635835046685007_70109836468080'
/home/npticket/apps/npticket/current/app/models/mailer.rb:439:in `block in mail'
/home/npticket/apps/npticket/current/app/models/mailer.rb:437:in `mail'
/home/npticket/apps/npticket/current/app/models/mailer.rb:110:in `reminder'
/home/npticket/apps/npticket/current/app/models/mailer.rb:450:in `initialize'
/home/npticket/apps/npticket/current/config/initializers/10-patches.rb:154:in `deliver'
/home/npticket/apps/npticket/current/app/models/mailer.rb:365:in `block in reminders'
/home/npticket/apps/npticket/current/app/models/mailer.rb:364:in `each'
/home/npticket/apps/npticket/current/app/models/mailer.rb:364:in `reminders'
/home/npticket/apps/npticket/current/lib/tasks/reminder.rake:42:in `block (3 levels) in <top (required)>'
/home/npticket/apps/npticket/current/app/models/mailer.rb:386:in `with_synched_deliveries'
/home/npticket/apps/npticket/current/lib/tasks/reminder.rake:41:in `block (2 levels) in <top (required)>'
TypeError: Cannot visit ThreadSafe::Array
/home/npticket/apps/npticket/current/app/models/user.rb:737:in `anonymous'
/home/npticket/apps/npticket/current/app/models/user.rb:731:in `current'
/home/npticket/apps/npticket/current/app/models/issue.rb:1242:in `css_classes'
/home/npticket/apps/npticket/current/app/helpers/application_helper.rb:87:in `link_to_issue'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:5:in `block in _app_views_mailer_reminder_html_erb__2458635835046685007_70109836468080'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:4:in `each'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:4:in `_app_views_mailer_reminder_html_erb__2458635835046685007_70109836468080'
/home/npticket/apps/npticket/current/app/models/mailer.rb:439:in `block in mail'
/home/npticket/apps/npticket/current/app/models/mailer.rb:437:in `mail'
/home/npticket/apps/npticket/current/app/models/mailer.rb:110:in `reminder'
/home/npticket/apps/npticket/current/app/models/mailer.rb:450:in `initialize'
/home/npticket/apps/npticket/current/config/initializers/10-patches.rb:154:in `deliver'
/home/npticket/apps/npticket/current/app/models/mailer.rb:365:in `block in reminders'
/home/npticket/apps/npticket/current/app/models/mailer.rb:364:in `each'
/home/npticket/apps/npticket/current/app/models/mailer.rb:364:in `reminders'
/home/npticket/apps/npticket/current/lib/tasks/reminder.rake:42:in `block (3 levels) in <top (required)>'
/home/npticket/apps/npticket/current/app/models/mailer.rb:386:in `with_synched_deliveries'
/home/npticket/apps/npticket/current/lib/tasks/reminder.rake:41:in `block (2 levels) in <top (required)>'
NoMethodError: undefined method `visit_ThreadSafe_Array' for #<Arel::Visitors::PostgreSQL:0x007f876e3eab78>
/home/npticket/apps/npticket/current/app/models/user.rb:737:in `anonymous'
/home/npticket/apps/npticket/current/app/models/user.rb:731:in `current'
/home/npticket/apps/npticket/current/app/models/issue.rb:1242:in `css_classes'
/home/npticket/apps/npticket/current/app/helpers/application_helper.rb:87:in `link_to_issue'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:5:in `block in _app_views_mailer_reminder_html_erb__2458635835046685007_70109836468080'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:4:in `each'
/home/npticket/apps/npticket/current/app/views/mailer/reminder.html.erb:4:in `_app_views_mailer_reminder_html_erb__2458635835046685007_70109836468080'
/home/npticket/apps/npticket/current/app/models/mailer.rb:439:in `block in mail'
/home/npticket/apps/npticket/current/app/models/mailer.rb:437:in `mail'
/home/npticket/apps/npticket/current/app/models/mailer.rb:110:in `reminder'
/home/npticket/apps/npticket/current/app/models/mailer.rb:450:in `initialize'
/home/npticket/apps/npticket/current/config/initializers/10-patches.rb:154:in `deliver'
/home/npticket/apps/npticket/current/app/models/mailer.rb:365:in `block in reminders'
/home/npticket/apps/npticket/current/app/models/mailer.rb:364:in `each'
/home/npticket/apps/npticket/current/app/models/mailer.rb:364:in `reminders'
/home/npticket/apps/npticket/current/lib/tasks/reminder.rake:42:in `block (3 levels) in <top (required)>'
/home/npticket/apps/npticket/current/app/models/mailer.rb:386:in `with_synched_deliveries'
/home/npticket/apps/npticket/current/lib/tasks/reminder.rake:41:in `block (2 levels) in <top (required)>'
Tasks: TOP => redmine:send_reminders
(See full trace by running task with --trace)
</pre>"
21671,Redmine,Defect,"",Closed,Normal,Preview doesn't work: 404 not found,Philip Heise,"",2016-01-08 10:39,"","","","","",0,2016-01-08 09:46,2016-01-08 10:39,"",Invalid,3.0.0,"Hi,

I'm running Redmine from Debian jessie (version 2.5.2 devel - ""a snapshot of the development branch that would become redmine 3.0 before it was officially released"") with Apache 2.4 + Passenger + Mysql.

My problem ist that the preview of wiki pages/ tickets etc. doesn't work. After clicking the preview button nothing happens.

My webbrowser tells me:

<pre>
Failed to load resource: the server responded with a status of 404 (Not Found)
</pre>

The production log:

<pre>
Started POST ""/issues/preview/new/test"" for 10.0.1.1 at 2016-01-06 22:08:26 +0000
Processing by PreviewsController#issue as URL_ENCODED_FORM
  Parameters: {""utf8""=>""<E2><9C><93>"", ""authenticity_token""=>""X4/hyNwlHewlZa0EhqMVYtwcm/UE+vc2Ov6F7ETClDc="", ""issue""=>{""tracker_id""=>""1"", ""subject""=>""test"", ""description""=>""test"", ""status_id""=>""1"", ""priority_id""=>""2"", ""assigned_to_id""=>"""", ""start_date""=>""2016-01-06"", ""due_date""=>"""", ""estimated_hours""=>"""", ""done_ratio""=>""0""}, ""project_id""=>""test""}
  Current user: test (id=8)
Missing template, responding with 404
</pre>


As it's a newly created installation with no plugins I have no idea what causes this. How can I further debug it?"
21666,Redmine,Defect,"",Closed,Normal,My Page tables overlapping on smaller resolution,Jason Lee,"",2016-11-23 15:33,My page,"","","","",0,2016-01-07 19:35,2016-11-23 15:33,"",Invalid,3.1.1,"Problem :
- ""Issues assigned to me"" table and ""Reported issues"" table are overlapping when the ""Recently Viewed Projects"" tab is expanded
- Does not happen on higher resolution environments


Google Chrome Version 47.0.2526.106 m
Windows 7
1366x768

<pre>
Environment:
  Redmine version                3.1.1.stable
  Ruby version                   2.2.3-p173 (2015-08-18) [x86_64-linux]
  Rails version                  4.2.4
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.6.11
  Git                            1.8.2.1
  Filesystem                     
Redmine plugins:
  progressive_projects_list      2.0.1
  redmine_checklists             3.1.3
  redmine_issues_tree            0.0.5
  redmine_my_page                0.1.7
  redmine_work_time              0.3.1
  testy                          0.0.2
</pre>
"
21663,Redmine,Patch,"",Closed,Normal,Wrap textilizable with DIV containing wiki class,Felix Gliesche,Jean-Philippe Lang,2016-01-20 10:24,UI,3.3.0,"","","",0,2016-01-07 16:53,2016-01-20 10:24,"","","",The partial for an issues' conflict does not contain the correct wiki formatting. This patch adds a missing DIV containing the wiki class for correct formatting.
21656,Redmine,Defect,"",Closed,Normal,Fix Non ASCII attachment filename encoding broken (MOJIBAKE) in Microsoft  Edge Explorer,Hang Xie,Jean-Philippe Lang,2016-01-21 05:50,Attachments,2.6.10,"","","",0,2016-01-07 06:04,2016-01-21 05:50,ä÷òAÇµÇƒÇ¢ÇÈ #16711,Fixed,"","Microsoft  Edge Explorer Change its User-Agent to this:
<pre>
Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586
</pre>
It makes redmine can not detect correctly, and it is easy to fix:
<pre>
diff --git a/app/controllers/application_controller.rb b/app/controllers/application_controller.rb
index 98a2246..1fae635 100644
--- a/app/controllers/application_controller.rb
+++ b/app/controllers/application_controller.rb
@@ -595,7 +595,7 @@ class ApplicationController < ActionController::Base
 
   # Returns a string that can be used as filename value in Content-Disposition header
   def filename_for_content_disposition(name)
-    request.env['HTTP_USER_AGENT'] =~ %r{(MSIE|Trident)} ? ERB::Util.url_encode(name) : name
+    request.env['HTTP_USER_AGENT'] =~ %r{(MSIE|Trident|Edge)} ? ERB::Util.url_encode(name) : name
   end
 
   def api_request?

</pre>"
21650,Redmine,Patch,"",Closed,Normal,Simplified Chinese translation of wiki formating for 2.6-stable,Toshi MARUYAMA,"",2016-01-07 05:11,Translations,2.6.10,"","","",0,2016-01-06 11:28,2016-01-07 05:11,"","","",From #21456.
21643,Redmine,Defect,"",New,Normal,The Textile  <thead> and <tfoot> aren't working,Nils Grimm,"",2016-01-05 21:50,Text formatting,"","","","",0,2016-01-05 21:50,"","","",3.2.0,"HTML5 requires the use of a @<thead>@ tag. 
A @<tfoot>@ tag is optional.

The @<thead>@ tag should be added when @|^.@ above and @|-.@ below the heading are used.
<pre>
|^.
|_. First Header |_. Second Header |
|-.
| Content Cell | Content Cell |
| Content Cell | Content Cell |
</pre>

The @<tfoot>@ tag is added when @|~.@ above and @|-.@ below the footer are used.
<pre>
|~.
|\2=. A footer, centered & across two columns |
|-.
| Content Cell | Content Cell |
| Content Cell | Content Cell |
<pre>"
21642,Redmine,Defect,"",New,High,The Textile table don't support the tr class attributes,Nils Grimm,"",2016-01-05 19:18,Text formatting,"","","","",0,2016-01-05 19:18,"","","",3.2.0,"A simple table like:

<pre>
| Hallo | Test |
(test). | Class | table | 
</pre>

Should lead to the following output:
<pre>
<table>
  <tbody>
    <tr>
	<td> Hallo </td>
	<td> Test </td>
    </tr>
    <tr class=""test"">
	<td> Class </td>
	<td> table </td>
    </tr>
  </tbody>
</table>
</pre>

And if the class isn't defined the table should look identical.
But in Redmine the table will look like:

| Hallo | Test |
(test). | Class | table | "
21641,Redmine,Defect,"",Closed,Normal,"after upgrade ""add filter"" not work.",luca malatesta,"",2016-01-06 05:56,Issues filter,"","","","",0,2016-01-05 13:04,2016-01-06 05:56,"",Invalid,2.6.9,"Hello everyone,
I upgrade to version 2.6.9, now when I add filter, nothing appears, no filter is added.
Even going to change a previously created query, do not display the filters.
What could have happened?
Thank you."
21635,Redmine,Patch,"",Closed,Normal,German translations for 3.2,Benedikt Huss,"",2016-02-13 13:17,Translations,3.2.1,"","","",0,2016-01-04 22:18,2016-01-10 09:05,"","","",Added some german translations for version 3.2.x
21632,Redmine,Patch,"",Closed,Normal,Updated Estonian translation,John Wilcox,"",2016-01-09 20:22,Translations,3.3.0,"","","",0,2016-01-04 10:30,2016-01-09 20:22,"","","",Here's an updated version of Estonian localization. No more english (for atleast 3.2.0).
21628,Redmine,Patch,"",Closed,Normal,Correct Turkish translation,Bahri Yardim,"",2016-01-11 04:25,Translations,3.3.0,"","","",0,2016-01-03 21:08,2016-01-11 04:25,ä÷òAÇµÇƒÇ¢ÇÈ #21620,"","","There is a wrong translation in Turkish language.
""Author"" is directly translated as ""Yazar"" everywhere. ""Yazar"" means ""author of book"" generally in Turkish. In Redmine context, it should be ""Olu?turan"" which is more like ""Creator"".

You can find the correct translation in attached tr.yml file for 3.2-stable.

Also there were some missing translations, they are added too.
See Patch #21620"
21625,Redmine,Defect,"",Closed,Normal,Need help updating a plugin page on redmine.org plugins directory,Wesley Jones,Jean-Philippe Lang,2016-01-16 08:37,Website (redmine.org),"","","","",0,2016-01-01 08:44,2016-01-16 08:37,"","","","Hello,

I am working on an existing Redmine plugin but the author of the plugin doesn't have an account on redmine.org anymore. Can you please assist in helping me get access to update the page?

URL: http://www.redmine.org/plugins/redmine_contracts_with_time_tracking"
21620,Redmine,Patch,"",Closed,Normal,Turkish translation for 3.2-stable,Bahri Yardim,"",2016-01-10 09:02,Translations,3.2.1,"","","",0,2015-12-30 23:46,2016-01-10 09:02,ä÷òAÇµÇƒÇ¢ÇÈ #21628,"","","Please see attachment.
Translated new entries that were in English in tr.yml from 3.2.0"
21614,Redmine,Defect,"",Closed,Normal,Target Version does not appear in WorkFlow>FieldPermissions,Amin El-Naggar,"",2016-01-27 05:13,Issues,"","","","",0,2015-12-28 18:49,2016-01-27 05:13,"",Invalid,3.0.3,"* Even though I have open versions in my projects I can't assign any tickets to the versions
* Target Version also does not appear in `Work Flow > Field Permissions`
* Versions do appear in `issues` as ""Target Version"" and you can filter the issues list by it
* Versions do appear in `version planning` which is generated by a well known plugin called [Redmine Agile Plugin](http://www.redminecrm.com/projects/agile/pages/1) created by [RedmineCRM](http://www.redminecrm.com/)

  * If you try to drag any of the following tickets there however it refuses and shows the displayed image

### All of the above was attempted with an administrator account with full access and no restrictions

Basically the versions are clearly in the database, however they do not seem to be assignable for some reason"
21611,Redmine,Patch,"",Closed,Normal,Do not collect ids of subtree in Query#project_statement,Ond?ej Ezr,Jean-Philippe Lang,2016-01-30 16:38,Code cleanup/refactoring,3.3.0,"","","",0,2015-12-27 19:08,2016-01-30 16:38,"ä÷òAÇµÇƒÇ¢ÇÈ #19976, ä÷òAÇµÇƒÇ¢ÇÈ #19102","","","It is inefficient in larger subtree - it would be nicer with pluck, but it would still result in ugly queries with more projects.
Best way is to use subquery in that cases"
21608,Redmine,Patch,"",Closed,Normal,Project#allowed_to_condition performance,Ond?ej Ezr,Jean-Philippe Lang,2017-06-07 18:22,Performance,3.4.0,"","","",0,2015-12-26 04:19,2017-01-21 10:37,ä÷òAÇµÇƒÇ¢ÇÈ #23196,"","","Project allowed to condition is not using index for enabled_modules subquery.
It can cause issues with growing count of projects."
21606,Redmine,Defect,"",Closed,Low,Redmine backup and create an image on other system,Rishabh Sinha,"",2015-12-30 15:18,"","","","","",0,2015-12-25 15:05,2015-12-30 15:18,"",Invalid,"","Hi,

I need help to take a backup of redmine server and restore the backup on different system.
Can someone please help me with detailed procedure?"
21596,Redmine,Defect,"",Closed,Normal,internal error when click register or project setting tab after redmine fresh installation,Tony Cao,"",2015-12-23 16:07,Database,"","","","",0,2015-12-23 15:25,2015-12-23 16:07,"",Invalid,2.6.0,"Log is pasted as below.
======================
[root@redmine01 redmine-2.6]# RAILS_ENV=production bundle exec rake redmine:load_default_data
/usr/local/rvm/gems/ruby-2.2.4/gems/htmlentities-4.3.1/lib/htmlentities/mappings/expanded.rb:465: warning: duplicated key at line 466 ignored: ""inodot""

Select language: ar, az, bg, bs, ca, cs, da, de, el, en, en-GB, es, et, eu, fa, fi, fr, gl, he, hr, hu, id, it, ja, ko, lt, lv, mk, mn, nl, no, pl, pt, pt-BR, ro, ru, sk, sl, sq, sr, sr-YU, sv, th, tr, uk, vi, zh, zh-TW [en] en
====================================
Default configuration data loaded.
[root@redmine01 redmine-2.6]# mysql -u root -p
Enter password: 
Welcome to the MySQL monitor.  Commands end with ; or \g.
Your MySQL connection id is 27
Server version: 5.6.28 MySQL Community Server (GPL)

Copyright (c) 2000, 2015, Oracle and/or its affiliates. All rights reserved.

Oracle is a registered trademark of Oracle Corporation and/or its
affiliates. Other names may be trademarks of their respective
owners.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

mysql> use redmine2;
Reading table information for completion of table and column names
You can turn off this feature to get a quicker startup with -A

Database changed
mysql> select * from settings;
Empty set (0.00 sec)

mysql> 

==============================
I wonder if load default data is working fine, because there is no default data in settings table.
"
21595,Redmine,Defect,"",New,Normal,LDAP test pass when LDAP admin user is expired,Riccardo Pelliccioli,"",2015-12-23 13:20,LDAP,"","","","",0,2015-12-23 13:20,"","","",3.1.1,"When your LDAP Administrator password has expired the LDAP connection test pass when all the LDAP users aren't able to login.

Workaround: renew the LDAP Administrator password (or the user used to integrate with redmine) or set the password noexpiry option

Tested with:
  Redmine version                3.1.1.stable
  Ruby version                   1.9.3-p551 (2014-11-13) [x86_64-linux]
  Rails version                  4.2.4
  LDAP                           SAMBA 4 in AD mode"
21593,Redmine,Patch,"",Closed,Normal,Add class to contextual edit button that relates to heading on wiki pages,Felix Gliesche,Jean-Philippe Lang,2016-03-12 11:36,UI,3.2.1,"","","",0,2015-12-23 11:05,2016-03-12 11:36,"","","","Currently all headings within a .wiki container have the same margins. When changing these margin in a theme, the contextual edit icons do not align with their headings anymore.

This patch adds a class to the contextual edit buttons in order to style them for their corresponding headlines."
21590,Redmine,Defect,"",Closed,Low,banner malfunction,Sujan Shrestha,"",2016-01-19 04:17,"","","","","",0,2015-12-23 07:08,2016-01-19 04:17,"",No feedback,"",Banner malfunction while screen size is reduced
21588,Redmine,Defect,"",Closed,Low,"Simplified Chinese ""field_cvs_module"" translation has problem (Patch #21430)",qian hu,"",2016-01-07 16:02,Translations,2.6.10,"","","",0,2015-12-23 04:42,2016-01-07 16:02,ä÷òAÇµÇƒÇ¢ÇÈ #21430,Fixed,2.6.9,"There is a little problem in the translation patch.

1ÅA
<pre>
+  field_cvs_module: ñÕ?
</pre>
should be 
<pre>
+  field_cvs_module: CVS ñÕ?
</pre>"
21587,Redmine,Patch,"",Closed,Normal, Additional view hook for body_top,Tobias Fischer,Jean-Philippe Lang,2016-01-20 14:57,Hook requests,3.3.0,"","","",0,2015-12-23 00:29,2016-01-20 10:22,ä÷òAÇµÇƒÇ¢ÇÈ #17454,"","","Any chance to add the following one-liner to add another hook at the beginning of the body element like we have it at the bottom?
Let's call it @view_layouts_base_body_top@ (analogous to @view_layouts_base_body_bottom@).

<pre>
</head>
<body class=""<%=h body_css_classes %>"">
<%= call_hook :view_layouts_base_body_top %>
<div id=""wrapper"">
</pre>

It's a one-liner, it doesn't need tests, it doesn't break anything ? please merge this in the next minor release.

This could be used by plugin authors like me to display additional information at the top of the page...

----

_This is a duplicate of #17454 which doesn't seem to draw attention to the developers as it's just another Feature Request among 20.000 others and can't be changed to the tracker ""Patch"" to appear in the patch queue..._
_If someone of the Redmine team ever reads this, please considder changing permissions for ticket authors to allow them to switch the Tracker for their tickets..._"
