#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
20468,Redmine,Defect,"",Closed,Normal,Clicking on username results in 500 internal error after upgrade,angie brandt,"",2015-08-15 16:27,"","","","","",0,2015-08-04 03:05,2015-08-15 16:27,"",Invalid,3.1.0,"I just made the switch to redmine 3.1.0 and everything works great except for clicking on the username link. 

example: http://redmine.dummysite.com/users/90  results in 500 internal error. 

Log  below:
<pre>
Started GET ""/users/1"" for 104.5.4.92 at 2015-08-04 00:46:11 +0000
Processing by UsersController#show as HTML
  Parameters: {""id""=>""1""}
  Current user: admin (id=1)
Completed 500 Internal Server Error in 31ms (ActiveRecord: 7.4ms)


NoMethodError (undefined method `find_events' for #<Class:0x0000000c0197b0>):
  lib/redmine/activity/fetcher.rb:91:in `block (2 levels) in events'
  lib/redmine/activity/fetcher.rb:90:in `each'
  lib/redmine/activity/fetcher.rb:90:in `block in events'
  lib/redmine/activity/fetcher.rb:89:in `each'
  lib/redmine/activity/fetcher.rb:89:in `events'
  app/controllers/users_controller.rb:75:in `block (2 levels) in show'
  app/controllers/users_controller.rb:73:in `show'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
</pre>"
20466,Redmine,Defect,"",Closed,Normal,Broken email notification layout in Outlook ,Benedikt Huss,"",2015-09-10 17:28,Email notifications,3.1.1,"","","",0,2015-08-03 14:31,2015-08-31 09:29,"ä÷òAÇµÇƒÇ¢ÇÈ #16535, ä÷òAÇµÇƒÇ¢ÇÈ #8335, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #20549, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #20637",Fixed,3.1.0,"In #16535 a new style for emails was introduced. Obviously, this new style was not applied to reminder mails. Every textline is displayed on a white background with absolutely no margins, while the email body background is light gray.

It just looks broken at the momement.

"
20465,Redmine,Defect,"",Needs feedback,Normal,MailHandler: ignoring email with Auto-Submitted:auto-generated header,Benoit BRETON,"",2015-12-04 23:31,Email receiving,"","","","",0,2015-08-03 13:39,"",ä÷òAÇµÇƒÇ¢ÇÈ #16190,"",3.1.0,"I think there's a little bug in the processing file ""mail_handler.rb"" a line 84. 

It should be replaced:

???? 'Auto-Submitted' => / \ Aauto- (Replied | generated) /,
by
???? 'Auto-Submitted' => / \ ^ self (Replied | generated) /,"
20464,Redmine,Defect,"",Closed,Normal,Internal error,Evgeniy Kagarlytsky,"",2015-08-31 05:52,"","","","","",0,2015-08-03 11:08,2015-08-31 05:52,"",No feedback,"","> # ruby -v
> ruby 2.2.1p85 (2015-02-26 revision 49769) [x86_64-linux]
> # gem --version
> 2.4.8
> redmine 3.0.4


*Create new user:*

> Internal error
> 
> An error occurred on the page you were trying to access.
> If you continue to experience problems please contact your Redmine administrator for assistance.
> 
> If you are the Redmine administrator, check your log files for details about the error.
> 
> Back

*Production.log:*

> ActionView::Template::Error (undefined method `l_hours_short' for #<#<Class:0x007ff1a16f4510>:0x007ff1a263a6c8>):
> 59:   end
> 60:   unless @issue.disabled_core_fields.include?('estimated_hours')
> 61:     unless @issue.total_estimated_hours.nil?
> 62:       rows.right l(:field_estimated_hours), issue_estimated_hours_details(@issue), :class => 'estimated-hours'
> 63:     end
> 64:   end
> 65:   if User.current.allowed_to_view_all_time_entries?(@project)
> app/helpers/issues_helper.rb:119:in `issue_estimated_hours_details'
> app/views/issues/show.html.erb:62:in `block in _app_views_issues_show_html_erb___1793108407052780376_43601480'
> app/helpers/issues_helper.rb:201:in `issue_fields_rows'
> app/views/issues/show.html.erb:37:in `_app_views_issues_show_html_erb___1793108407052780376_43601480'
> app/controllers/issues_controller.rb:118:in `block (2 levels) in show'
> app/controllers/issues_controller.rb:115:in `show'
> lib/redmine/sudo_mode.rb:63:in `sudo_mode'

Help me please."
20463,Redmine,Defect,"",Closed,Normal,Internal error when moving an issue to a project without selected trackers and active issue tracking,Ivan Cenov,Jean-Philippe Lang,2015-09-20 13:38,Issues,3.2.0,"","","",0,2015-08-03 10:46,2015-09-20 13:19,"",Fixed,2.6.6,"Circumstances:
* Project hierarchy:
<pre>
PR1 (with issue tracking enabled and activated several trackers)
   PR1_C1 (with issue tracking enabled and none trackers activated)
</pre>
* Issue, defined in PR1, assigned a tracker

Action:
* Move the issue from PR1 to PR1_C1.

Result:
Internal error.

<pre>
Started PUT ""/issues/2885"" for 192.168.xxx.xxx at 2015-07-30 12:40:54 +0300
Processing by IssuesController#update as HTML
  Parameters: {""utf8""=>""?"", ""authenticity_token""=>""9bqERxUbYbjA8eewrwerwwefH6kQGImlUcm5IgKc6wkY="", ""issue""=>{""is_private""=>""0"", ""project_id""=>""383"", ""subject""=>""xxxxxxxxxxxxxxxxx"", ""description""=>""xxxxxxxxxxxxxxxxxxx"", ""status_id""=>""2"", ""priority_id""=>""4"", ""assigned_to_id""=>""3"", ""parent_issue_id""=>"""", ""start_date""=>""2015-06-10"", ""due_date""=>"""", ""estimated_hours""=>"""", ""done_ratio""=>""0"", ""custom_field_values""=>{""2""=>[""""], ""3""=>[""""], ""4""=>[""""]}, ""checklists_attributes""=>{""0""=>{""is_done""=>""0"", ""subject""=>"""", ""_destroy""=>""false"", ""position""=>""1"", ""id""=>""""}}, ""notes""=>"""", ""private_notes""=>""0"", ""lock_version""=>""4""}, ""time_entry""=>{""hours""=>"""", ""activity_id""=>""13"", ""comments""=>""""}, ""last_journal_id""=>""11173"", ""commit""=>""ÑIÑxÑÅÑÇÑpÑãÑpÑ~Ñu"", ""id""=>""2885""}
  Current user: xxx (id=3)
  Rendered issues/edit.html.erb within layouts/base (31.2ms)
Completed 500 Internal Server Error in 109.4ms

ActionView::Template::Error (undefined method `name' for nil:NilClass):
    1: <h2><%=h ""#{@issue.tracker.name} ##{@issue.id}"" %></h2>
    2: 
    3: <%= render :partial => 'edit' %>
    4: <% content_for :header_tags do %>
  app/views/issues/edit.html.erb:1:in `_app_views_issues_edit_html_erb__803754913_24533328'
  app/controllers/issues_controller.rb:207:in `block (2 levels) in update'
  app/controllers/issues_controller.rb:206:in `update'
</pre>"
20456,Redmine,Defect,"",Closed,Normal,3.1-stable/3.1.0: missing commits (omitted from being merged from trunk),Mischa The Evil,Jean-Philippe Lang,2015-09-19 09:30,"",3.1.1,"","","",0,2015-08-01 10:10,2015-09-19 09:30,ä÷òAÇµÇƒÇ¢ÇÈ #11253,Fixed,3.1.0,"This was reported initially by _Ryosuke Hirai_ in #11253-38:
> it seems that issue_query.rb @ Revistion 14406 was not applied to the source code of 3.1.0. I could not find this part after downloading.

After I read that I started another round of commit hunting. I have summed up the issues I found ? and how I found them, using some ASCII-""art"". See below.
I'll start with a to-do section which list the commits that needs to be merged in 3.1-stable, the commits that can/should be merged in 3.1-stable and the commits that shouldn't be merged into 3.1-stable since they are related to issues that are explicitly targeted to 3.2.0 at the time of writing this.
Then I start a section which compares the commits on trunk versus the commits (backports/merges) on 3.1-stable which in the end provides a list of commits applied on trunk but not on 3.1-stable, which I in turn used to specify which commits belong to what and what should be done them. That itself is what I used to fill in the to-do section.
Note that I also include a third 'legend' section to make sure that my ""art"" can be understood ;-)...

<pre>
------------------------------
1. To do on 3.1-stable branch:
------------------------------

  * To merge...........: r14405, r14406, r14407, r14408, r14409, r14410, r14454
  * Merge-able.........: r14390, r14391, r14411, r14412, r14413, r14414, r14415, r14416
  * Shouldn't be merged: r14458, r14468, r14469, r14470, r14471


------------------------------
2. Commits scheme & reasoning:
------------------------------

v -> TRUNK
|
|
|
O -> r14378
|\
| \
v  --------->--------- O -> r14379, 3.1 STABLE BRANCH CREATION
v                       \
|                        ---->v
|                             |
8 ->   X14380, X14381, X14388,| X14389, r14390, r14391, X14392, X14394,
       X14396, r14405, r14406,| r14407, r14408, r14409, r14410, r14411,
       r14412, r14413, r14414,| r14415, r14416, X14417, X14428, X14429,
  --<< X14430, X14437, X14440,| X14443, X14446, X14448, X14450, X14451,
 /     r14454, X14455, X14419,| X14420, r14458, X14459, X14460, X14461,
/      r14468, r14469, r14470,| r14471                                  <<------<-
|                             |                                                  |\   
v                             v                                                  ^ ->  ((r => X) == (MARKED AS CONFIRMED AS MERGED
|                             |                                                  |/                  FROM TRUNK TO 3.1-STABLE))
|     --------------------->> | >>---------------------------------------------->-
|     |                       |
|     |                       8   -> r14382, r14385, r14393, r14395, r14397, r14400, r14403,
|     ^                              r14418, r14421, r14422, r14431, r14432, r14433, r14438,
|     ^                              r14441, r14444, r14447, r14449, r14452, r14453, r14456,
|     |                              r14462, r14463, r14464,                                  >>----
v     |                                                                                            |
v     ----------------------<<   Merged r14461, Merged r14460, Merged r14459, Merged r14455,       |  
|                                Merged r14450, Merged r14451, Merged r14448, Merged r14446,       O -> MERGE COMMITS, FROM TRUNK
|                                Merged r14443, Merged r14440, Merged r14437, Merged r14430,       O    TO 3.1-STABLE
|                                Merged r14429, Merged r14428, Merged r14420, Merged r14419,       |
|                                Merged r14417, Merged r14388, Merged r14389, Merged r14396,       |
|                                Merged r14394, Merged r14392, Merged r14380, Merged r14381,  <<----
|
|
v
v -> WRAPUP & CONCLUSION: COMMITS ON TRUNK AFTER 3.1-STABLE BRANCH CREATION, THAT ARE NOT MERGED INTO 3.1-STABLE
v
|
8 --> r14390, r14391,                                  --->>> NOT EXPLICIT 3.1.0, BUT IT WAS PROBABLY INTENDED FOR 3.1.X THOUGH
|
8 --> r14405, r14406, r14407, r14408, r14409, r14410,  --->>> EXPLICIT 3.1.0, #11253 AND RELATED
|
8 --> r14411, r14412, r14413, r14414,                  --->>> UNKNOWN, CAN BE BACK-PORTED TO 3.1: ""CODE (LAYOUT) CLEANUP & HTTP => HTTPS""
|
8 --> r14415, r14416,                                  --->>> UNKNOWN, MIGHT BE BACK-PORTABLE TO 3.1: ""TRAVIS CHANGES, #20251""
|
8 --> r14454,                                          --->>> EXPLICIT 3.1.0, ""BG LOCALE REORDER"", #11253 AND RELATED
|
8 --> r14458, r14468, r14469, r14470, r14471           --->>> EXPLICIT 3.2.0


----------
3. Legend:
----------

  *  -, >, >>, <, <<, ^, v: DIRECTION MARKERS
  *                      O: BRANCHPOINT, COMMIT
  *                      8: MULTIPLE COMMITS
  *                    -->: MULTIPLE COMMITS SPECIFICATION
  *                     ->: COMMENT
  *                     =>: == REPLACED BY
  *                 --->>>: CONCLUSION INDICATOR

</pre>

I'll leave the scheduling decision (strict: 3.2.0, lenient: 3.1.1) to the committers.

Please note that this issue brings me to issue #18134 again, and in particular to the questions I raised in its note #18134-5 (before ""The examples:""). If SCM-provided merge tracking features are used and maintained correctly, issues like this one and previous #18174 could have been spotted right on with some higher certainty. Just my two cents...

Kind regards, Mischa.
"
20454,Redmine,Defect,"",Closed,Normal,Mail handler: unwanted assignment to a group occurs,Alexander Ryabinovskiy,Jean-Philippe Lang,2015-09-12 12:59,Email receiving,3.0.5,"","","",0,2015-07-31 15:45,2015-09-12 12:59,ÉRÉsÅ[êÊ #20543,Fixed,3.1.0,"<pre>
  Environment:
  Redmine version                3.1.0.stable
  Ruby version                   2.0.0-p645 (2015-04-13) [i386-mingw32]
  Rails version                  4.2.3
  Environment                    production
  Database adapter               SQLServer
</pre>
I turned on ""Allow issue assignment to groups"" option in settings.
My project has 3 members: user1, user2 and group1.
1. I created an issue from email, not assigned:
<pre>rake redmine:email:receive_pop3 unknown_user=accept host=comp.local port=110 username=redmine@comp.local password=XXX allow_override=project,tracker,priority project=test</pre>
2. I received email notification from Redmine about that issue:
<pre>
Issue #1198 has been reported by Ryabinovskiy Alexander.

Work #1198: test issue from email
?	Author: Ryabinovskiy Alexander
?	Status: New
?	Priority: Normal
?	Assignee: 
?	Category: 
?	Target version: 
Test issue description
</pre>

3. I replied to that email with quoting, my comment was added to issue, but *""Assignee"" was changed to group1* !
<pre>
Updated by Ryabinovskiy Alexander less than a minute ago

Assignee set to group1
Comment Edit
Test comment 1

Issue #1198 has been reported by Ryabinovskiy Alexander.

Work #1198: test issue from email
Author: Ryabinovskiy Alexander

Category:

Test issue description
</pre>
*Also, Status, Priority, Target version was parsed from email*, but I used only allow_override=project,tracker,priority option!"
20452,Redmine,Patch,"",Closed,Normal,Czech localisation update,Karel Pi?man,"",2015-08-23 00:39,Translations,3.1.1,"","","",0,2015-07-31 15:24,2015-08-23 00:39,"","","",cs.yml and wiki help files updated
20449,Redmine,Defect,"",Closed,Normal,search problem,äC â©,"",2015-07-31 12:48,Issues,"","","","",0,2015-07-31 09:01,2015-07-31 12:48,"",Invalid,"","when we searching issues in the redmine, some projects' issues can be search out, some others projects' issues can't and get a Internal error. Below is the error logs, do anyone know what's wrong with it and how to fix it.
thanks!

Completed 200 OK in 1370.3ms (Views: 389.4ms | ActiveRecord: 682.6ms)
Started GET ""/projects/b751/issues/new"" for 127.0.0.1 at 2015-07-31 13:30:37 +0800
Processing by IssuesController#new as HTML
  Parameters: {""project_id""=>""b751""}
  Current user: DING.COM (id=19)
  Rendered plugins/redmine_multi_column_custom_fields/app/views/issues/_form_custom_fields.html.erb (109.1ms)
  Rendered issues/_attributes.html.erb (794.8ms)
  Rendered plugins/redmine_multiprojects_issue/app/views/issues/_projects_list.html.erb (3.0ms)
[1;32mDeface: [ERROR][0m The original source for 'add-multiple-projects-to-issue-form' has changed, this override should be reviewed to ensure it's still valid.
  Rendered issues/_form.html.erb (2185.1ms)
  Rendered issues/new.html.erb within layouts/base (2188.1ms)
Completed 500 Internal Server Error in 2237.1ms

ActionView::Template::Error (undefined method `h' for #<ViewsIssueHook:0xa9955b8>):
    30:   });
    31: </script>
    32: 
    33: <%= call_hook(:view_issues_form_details_bottom, { :issue => @issue, :form => f }) %><% end %><% heads_for_wiki_formatter %>
  lib/redmine/hook.rb:61:in `block (2 levels) in call_hook'
  lib/redmine/hook.rb:61:in `each'
  lib/redmine/hook.rb:61:in `block in call_hook'
  lib/redmine/hook.rb:58:in `tap'
  lib/redmine/hook.rb:58:in `call_hook'
  lib/redmine/hook.rb:158:in `call_hook'
  app/views/issues/_form.html.erb:33:in `block in _7d2cc83e84c2c9b5c240af8d8d9421fc'
  app/helpers/application_helper.rb:1048:in `labelled_fields_for'
  app/views/issues/_form.html.erb:1:in `_7d2cc83e84c2c9b5c240af8d8d9421fc'
  app/views/issues/new.html.erb:11:in `block in _1689e607405267736566660b46014f2a'
  app/helpers/application_helper.rb:1041:in `labelled_form_for'
  app/views/issues/new.html.erb:5:in `_1689e607405267736566660b46014f2a'
  app/controllers/issues_controller.rb:143:in `block (2 levels) in new'
  app/controllers/issues_controller.rb:142:in `new'"
20445,Redmine,Defect,"",Closed,Normal,"Custom Field of ""List"" format , ""Multi values"" throwing error in ""Project""",santhosh narayana,"",2015-08-02 08:44,Custom fields,"","","","",0,2015-07-31 06:15,2015-08-02 08:44,"",Invalid,2.5.1,"Added a custom field to ""Project.
Format=List
Multiple values =Yes
Display =drop-down list
Required =No
Visible =Yes


After adding this, when I try to create project, it is throwing following error :-

TypeError (can't convert Array into String): 


If I disable ""Multiple values"" [ that means, un checking this multiple values field], it works fine.

Redmine version is : Redmine 2.5.1.stable
"
20440,Redmine,Defect,"",New,Normal,Colon character on Wiki pages title doesnÅLt work,Cassiano Monteiro,"",2015-08-28 01:51,Wiki,"","","","",0,2015-07-29 19:22,"","","",3.0.0,"Tried to create a wiki page with the colon character on its title, and it doesnÅLt render properly, as seen below:

<pre>
h1. Wiki

[[Test with colon :]]

[[Test without colon]]
</pre>

Result:

!screenshot.png!

Tested on the online demo version 3.0.0.devel.14065."
