#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
15981,Redmine,Defect,"",Closed,Normal,Internal error. An error occurred on the page you were trying to access. If you continue to experience problems please contact your redMine administrator for assistance.,vinuthna g,"",2014-01-31 08:33,Issues,"","","","",0,2014-01-28 11:05,2014-01-31 08:33,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #15756,Duplicate,2.4.2,"Hi,

I have installed redmine(2.4.2) on ubuntu12.04. I'm able to login but when I try to access settings page getting  

""Internal error

An error occurred on the page you were trying to access.
If you continue to experience problems please contact your Redmine administrator for assistance.

If you are the Redmine administrator, check your log files for details about the error.

Back""


here is log details


ActionView::Template::Error (uninitialized constant Redmine::Scm::Adapters::AbstractAdapter::CommandFailed):
    10:     <th><%= l(:text_scm_command_version) %></th>
    11:   </tr>
    12:   <% Redmine::Scm::Base.all.collect do |choice| %>
    13:     <% scm_class = ""Repository::#{choice}"".constantize %>
    14:     <% text, value = (choice.is_a?(Array) ? choice : [choice, choice]) %>
    15:     <% setting = :enabled_scm %>
    16:     <% enabled = Setting.send(setting).include?(value) %>
  lib/redmine/scm/adapters/abstract_adapter.rb:30:in `<class:AbstractAdapter>'
  lib/redmine/scm/adapters/abstract_adapter.rb:27:in `<module:Adapters>'
  lib/redmine/scm/adapters/abstract_adapter.rb:26:in `<module:Scm>'
  lib/redmine/scm/adapters/abstract_adapter.rb:25:in `<module:Redmine>'
  lib/redmine/scm/adapters/abstract_adapter.rb:24:in `<top (required)>'
  lib/redmine/scm/adapters/subversion_adapter.rb:18:in `<top (required)>'
  app/models/repository/subversion.rb:18:in `<top (required)>'
  app/views/settings/_repositories.html.erb:13:in `block (2 levels) in _app_views_settings__repositories_html_erb___209865324_94295810'
  app/views/settings/_repositories.html.erb:12:in `collect'
  app/views/settings/_repositories.html.erb:12:in `block in _app_views_settings__repositories_html_erb___209865324_94295810'
  app/views/settings/_repositories.html.erb:1:in `_app_views_settings__repositories_html_erb___209865324_94295810'
  app/views/common/_tabs.html.erb:24:in `block in _app_views_common__tabs_html_erb___895036420__641517268'
  app/views/common/_tabs.html.erb:23:in `each'
  app/views/common/_tabs.html.erb:23:in `_app_views_common__tabs_html_erb___895036420__641517268'
  app/helpers/application_helper.rb:272:in `render_tabs'
  app/views/settings/edit.html.erb:3:in `_app_views_settings_edit_html_erb___1028967226__644797018'
  app/controllers/settings_controller.rb:28:in `index'
"
15980,Redmine,Patch,"",Closed,Normal,German translations,Daniel Felix,"",2014-01-30 00:11,Translations,"","","","",0,2014-01-28 10:47,2014-01-30 00:11,"","","","@
  label_only: only
  label_drop_down_list: drop-down list
  label_checkboxes: checkboxes
  label_link_values_to: Link values to URL
@

should be:

@
  label_only: nur
  label_drop_down_list: Dropdown-Liste
  label_checkboxes: Checkboxen
  label_link_values_to: Werte mit URL verkn?pfen
@
"
15978,Redmine,Defect,"",Closed,High,Internal error. An error occurred on the page you were trying to access. If you continue to experience problems please contact your redMine administrator for assistance.,evgeniy zub,"",2014-01-29 08:10,"","","","","",0,2014-01-28 09:57,2014-01-29 08:10,"",Invalid,"","Hey. 
I'm having problems when migrating to a new server (old - Debian 6.0, the new ubuntu 11.10). I installed redmine, it works fine with the new database. However, when I load the old database in mysql and I try to go to the projects, I receive the following message: 
<pre>
Internal error. An error occurred on the page you were trying to access. If you continue to experience problems please contact your redMine administrator for assistance.
</pre>

This is my logs:

<pre>
ActionView::TemplateError (undefined method `visible?' for #<ActiveRecord::Associations::BelongsToAssociation:0xb576f088>) on line #19 of app/views/projects/show.rhtml:
16:  	<li><%=l(:label_subproject_plural)%>:
17: 	    <%= @subprojects.collect{|p| link_to(h(p), :action => 'show', :id => p)}.join("", "") %></li>
18:   <% end %>
19: 	<% @project.visible_custom_field_values.each do |custom_value| %>
20: 	<% if !custom_value.value.blank? %>
21: 	   <li><%= custom_value.custom_field.name%>: <%=h show_value(custom_value) %></li>
22: 	<% end %>

    /usr/lib/ruby/vendor_ruby/active_record/associations/association_proxy.rb:217:in `method_missing'
    app/models/custom_value.rb:38:in `visible?'
    /usr/lib/ruby/vendor_ruby/action_view/renderable.rb:91:in `to_proc'
    app/views/projects/show.rhtml:19:in `_run_rhtml_app47views47projects47show46rhtml'
    /usr/lib/ruby/vendor_ruby/action_view/renderable.rb:34:in `send'
    /usr/lib/ruby/vendor_ruby/action_view/renderable.rb:34:in `render'
    /usr/lib/ruby/vendor_ruby/action_view/base.rb:306:in `with_template'
    /usr/lib/ruby/vendor_ruby/action_view/renderable.rb:30:in `render'
    /usr/lib/ruby/vendor_ruby/action_view/template.rb:205:in `render_template'
    /usr/lib/ruby/vendor_ruby/action_view/base.rb:265:in `render'
    /usr/lib/ruby/vendor_ruby/action_view/base.rb:348:in `_render_with_layout'
    /usr/lib/ruby/vendor_ruby/action_view/base.rb:262:in `render'
    /usr/lib/ruby/vendor_ruby/action_controller/base.rb:1252:in `render_for_file'
    /usr/lib/ruby/vendor_ruby/action_controller/base.rb:942:in `render_without_benchmark'
    /usr/lib/ruby/vendor_ruby/action_controller/benchmarking.rb:51:in `render'
    /usr/lib/ruby/vendor_ruby/action_controller/benchmarking.rb:51:in `render'
    /usr/lib/ruby/vendor_ruby/action_controller/mime_responds.rb:135:in `send'
    /usr/lib/ruby/vendor_ruby/action_controller/mime_responds.rb:135:in `custom'
    /usr/lib/ruby/vendor_ruby/action_controller/mime_responds.rb:179:in `call'
    /usr/lib/ruby/vendor_ruby/action_controller/mime_responds.rb:179:in `respond'
    /usr/lib/ruby/vendor_ruby/action_controller/mime_responds.rb:173:in `each'
    /usr/lib/ruby/vendor_ruby/action_controller/mime_responds.rb:173:in `respond'
    /usr/lib/ruby/vendor_ruby/action_controller/mime_responds.rb:107:in `respond_to'
    app/controllers/projects_controller.rb:165:in `show'
    /usr/lib/ruby/vendor_ruby/action_controller/base.rb:1333:in `send'
    /usr/lib/ruby/vendor_ruby/action_controller/base.rb:1333:in `perform_action_without_filters'
    /usr/lib/ruby/vendor_ruby/action_controller/filters.rb:617:in `call_filters'
    /usr/lib/ruby/vendor_ruby/action_controller/filters.rb:610:in `perform_action_without_benchmark'
    /usr/lib/ruby/vendor_ruby/action_controller/benchmarking.rb:68:in `perform_action_without_rescue'
    /usr/lib/ruby/vendor_ruby/action_controller/benchmarking.rb:68:in `perform_action_without_rescue'
    /usr/lib/ruby/vendor_ruby/action_controller/rescue.rb:160:in `perform_action_without_flash'
    /usr/lib/ruby/vendor_ruby/action_controller/flash.rb:151:in `perform_action'
    /usr/lib/ruby/vendor_ruby/action_controller/base.rb:532:in `send'
    /usr/lib/ruby/vendor_ruby/action_controller/base.rb:532:in `process_without_filters'
    /usr/lib/ruby/vendor_ruby/action_controller/filters.rb:606:in `process'
    /usr/lib/ruby/vendor_ruby/action_controller/base.rb:391:in `process'
    /usr/lib/ruby/vendor_ruby/action_controller/base.rb:386:in `call'
    /usr/lib/ruby/vendor_ruby/action_controller/routing/route_set.rb:438:in `call'
    /usr/lib/ruby/vendor_ruby/action_controller/dispatcher.rb:87:in `dispatch'
    /usr/lib/ruby/vendor_ruby/action_controller/dispatcher.rb:121:in `_call'
    /usr/lib/ruby/vendor_ruby/action_controller/dispatcher.rb:130:in `build_middleware_stack'
    /usr/lib/ruby/vendor_ruby/active_record/query_cache.rb:29:in `call'
    /usr/lib/ruby/vendor_ruby/active_record/query_cache.rb:29:in `call'
    /usr/lib/ruby/vendor_ruby/active_record/connection_adapters/abstract/query_cache.rb:34:in `cache'
    /usr/lib/ruby/vendor_ruby/active_record/query_cache.rb:9:in `cache'
    /usr/lib/ruby/vendor_ruby/active_record/query_cache.rb:28:in `call'
    /usr/lib/ruby/vendor_ruby/active_record/connection_adapters/abstract/connection_pool.rb:361:in `call'
    /usr/lib/ruby/vendor_ruby/action_controller/string_coercion.rb:25:in `call'
    /usr/lib/ruby/1.8/rack/head.rb:9:in `call'
    /usr/lib/ruby/1.8/rack/methodoverride.rb:24:in `call'
    /usr/lib/ruby/vendor_ruby/action_controller/params_parser.rb:15:in `call'
    /usr/lib/ruby/vendor_ruby/action_controller/session/cookie_store.rb:99:in `call'
    /usr/lib/ruby/vendor_ruby/action_controller/failsafe.rb:26:in `call'
    /usr/lib/ruby/1.8/rack/lock.rb:11:in `call'
    /usr/lib/ruby/1.8/rack/lock.rb:11:in `synchronize'
    /usr/lib/ruby/1.8/rack/lock.rb:11:in `call'
    /usr/lib/ruby/vendor_ruby/action_controller/dispatcher.rb:106:in `call'
    /usr/lib/ruby/1.8/phusion_passenger/rack/request_handler.rb:92:in `process_request'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_request_handler.rb:207:in `main_loop'
    /usr/lib/ruby/1.8/phusion_passenger/railz/application_spawner.rb:418:in `start_request_handler'
    /usr/lib/ruby/1.8/phusion_passenger/railz/application_spawner.rb:358:in `handle_spawn_application'
    /usr/lib/ruby/1.8/phusion_passenger/utils.rb:184:in `safe_fork'
    /usr/lib/ruby/1.8/phusion_passenger/railz/application_spawner.rb:354:in `handle_spawn_application'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb:352:in `__send__'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb:352:in `main_loop'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb:196:in `start_synchronously'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb:163:in `start'
    /usr/lib/ruby/1.8/phusion_passenger/railz/application_spawner.rb:213:in `start'
    /usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb:262:in `spawn_rails_application'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server_collection.rb:126:in `lookup_or_add'
    /usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb:256:in `spawn_rails_application'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server_collection.rb:80:in `synchronize'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server_collection.rb:79:in `synchronize'
    /usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb:255:in `spawn_rails_application'
    /usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb:154:in `spawn_application'
    /usr/lib/ruby/1.8/phusion_passenger/spawn_manager.rb:287:in `handle_spawn_application'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb:352:in `__send__'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb:352:in `main_loop'
    /usr/lib/ruby/1.8/phusion_passenger/abstract_server.rb:196:in `start_synchronously'
    /usr/lib/phusion_passenger/passenger-spawn-server:61

Rendering /usr/share/redmine/public/500.html (500 Internal Server Error)

</pre>"
15977,Redmine,Patch,"",Closed,Normal,Yearly copyright update,Daniel Felix,"",2014-01-29 23:55,"","","","","",0,2014-01-28 08:28,2014-01-29 23:55,"","","",See attached patch.
15975,Redmine,Patch,"",New,Normal,"Migrating from trac, parsing of headings is too greedy",Bernhard Wenzel,"",2014-01-27 16:25,Importers,"","","","",0,2014-01-27 16:25,"",ä÷òAÇµÇƒÇ¢ÇÈ #15920,"","","The regular expression for headings is too greedy.
If you have two headings directly one line after another, the regex matches that two headings as only one.

I think the patch will solve the problem.
"
15974,Redmine,Defect,"",Closed,Normal,percentage of done is more than 100%. ,Andrey Alexandrov,"",2014-01-27 15:57,Issues,"","","","",0,2014-01-27 15:00,2014-01-27 15:57,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #15870,Duplicate,"","Please resolve the issue in Redmine with % done - parent feature cannot be resolved, because percentage of done is more than 100%. 

See screenshot attached. 

The issue is reproduced, when estimated time of sub-task is set to 0 (zero)."
15963,Redmine,Defect,"",Closed,Normal,internal error administration page,arul baskar,"",2014-02-10 06:11,"","","","","",0,2014-01-25 08:59,2014-02-10 06:11,"",No feedback,"","latest version update 2.4.2 
login admin
goto administrator 
click setting or information internal error
please check and help me"
15962,Redmine,Patch,"",Closed,Normal,Japanese translation update (r12692),Go MAEDA,"",2014-01-26 02:48,Translations,"","","","",0,2014-01-25 08:23,2014-01-26 02:48,"","","",Translated 7 strings.
15961,Redmine,Patch,"",Closed,Normal,pt-BR translation for trunk,Toshi MARUYAMA,"",2014-01-26 02:54,Translations,"","","","",0,2014-01-25 05:49,2014-01-26 02:54,"","","",https://github.com/redmine/redmine/pull/26
15960,Redmine,Patch,"",Closed,Normal,pt-BR translation for 2.4-stable,Toshi MARUYAMA,"",2014-01-26 02:54,Translations,2.4.3,"","","",0,2014-01-25 05:25,2014-01-26 02:54,"","","",https://github.com/redmine/redmine/pull/26
15959,Redmine,Patch,"",Closed,Normal,Spanish translation updated r12692,Borja Campina,"",2014-01-26 02:48,Translations,"","","","",0,2014-01-24 21:55,2014-01-26 02:48,"","","",I have added my name as a contributor (I did some work before: #15688)
15958,Redmine,Defect,"",New,High,AnonymousUser class not found by plugin,Yehuda Katz,"",2014-01-24 19:02,Code cleanup/refactoring,"","","","",0,2014-01-24 19:02,"","","",2.3.3,"Because the AnonymousUser class is in app/models/user.rb, plugins like http://www.redmine.org/plugins/anonymous-authors can't autoload it. The temporary solution I used was to add @autoload :AnonymousUser, ""/full/path/to/redmine/app/models/user.rb""@ to the plugin init.rb.
I think the correct solution would be to break AnonymousUser into its own file."
15957,Redmine,Defect,"",Closed,Normal,Invalid calculation of %done of parent issues under certain ciscumstances,Holger Just,"",2014-02-08 09:07,Issues,"","","","",0,2014-01-24 18:36,2014-02-08 09:03,"",Duplicate,"","One of our customers at ""Planio"":https://plan.io noticed a bug in the calculation of the %done field for parent issues.

With #14798, you updated the calculation of the %done ration for certain edge cases, namely when the estimated_time of a child issue was explicitly set to 0. This patch however doesn't cover the whole issue and leads now to incorrect results (i.e. too large %done, sometimes even larger than 100%) if there are closed issues of which some have set estimated_time to 0 and some to something larger.

The cause of the bug is the the calculation of the average doesn't handle @estimated_time@ set to 0 and thus can produce a too small average which results in an overall too large result.

The attached patch fixes the issue and modifies the test to expose the bug. The bug affects all versions after r12131 (>= 2.3.3)."
15956,Redmine,Patch,"",Closed,Normal,Bulgarian translation (12692),Ivan Cenov,"",2014-01-26 02:50,Translations,"","","","",0,2014-01-24 16:39,2014-01-26 02:50,"","","","Translated:
* setting_force_default_language_for_anonymous
* setting_force_default_language_for_loggedin

Changed
* notice_account_activated
* setting_login_required"
15955,Redmine,Patch,"",Closed,Normal,German translation for r12692,Daniel Felix,"",2014-01-26 02:51,Translations,"","","","",0,2014-01-24 15:14,2014-01-26 02:51,"","","","Hi there,

these are the german translations for r12692.
@
  setting_force_default_language_for_anonymous: Standardsprache f?r anonyme Benutzer erzwingen
  setting_force_default_language_for_loggedin: Standardsprache f?r angemeldete Benutzer erzwingen 
@

Best regards,
Daniel"
15954,Redmine,Defect,"",Closed,Normal,Redcase Plugin,hari gowtham,"",2014-01-25 12:17,Plugin API,"","","","",0,2014-01-24 13:47,2014-01-25 12:17,"",Invalid,2.4.1,when i try install bundle install it shows error like below image !Untitled.png!
15953,Redmine,Patch,"",Closed,Normal,Russian translation (r12692),Kirill Bezrukov (RedmineUP),"",2014-01-26 02:52,Translations,"","","","",0,2014-01-24 12:36,2014-01-26 02:52,"ÉRÉsÅ[å≥ #13463, ÉRÉsÅ[êÊ #25349","","","<pre>
  label_link: ÑRÑÉÑçÑ|Ñ{Ñp
  label_only: ÑÑÑÄÑ|ÑéÑ{ÑÄ
  label_drop_down_list: ÑrÑçÑÅÑpÑtÑpÑêÑäÑyÑz ÑÉÑÅÑyÑÉÑÄÑ{
  label_checkboxes: ÑâÑuÑ{ÑqÑÄÑ{ÑÉÑç
  label_link_values_to: ÑHÑ~ÑpÑâÑuÑ~ÑyÑë ÑÉÑÉÑçÑ|Ñ{Ñy ÑtÑ|Ñë URL
  setting_force_default_language_for_anonymous: ÑNÑu ÑÄÑÅÑÇÑuÑtÑuÑ|ÑëÑÑÑé ÑëÑxÑçÑ{ ÑtÑ|Ñë ÑpÑ~ÑÄÑ~ÑyÑ}Ñ~ÑçÑá ÑÅÑÄÑ|ÑéÑxÑÄÑrÑpÑÑÑuÑ|ÑuÑz
  setting_force_default_language_for_loggedin: ÑNÑu ÑÄÑÅÑÇÑuÑtÑuÑ|ÑëÑÑÑé ÑëÑxÑçÑ{ ÑtÑ|Ñë ÑxÑpÑÇÑuÑsÑyÑÉÑÑÑÇÑyÑÇÑÄÑrÑpÑ~Ñ~ÑçÑá ÑÅÑÄÑ|ÑéÑxÑÄÑrÑpÑÑÑuÑ|ÑuÑz
</pre>"
15951,Redmine,Defect,"",Needs feedback,Normal,Error when deleting project,Andrey Ivanov,"",2014-03-07 21:55,Administration,"","","","",0,2014-01-24 08:26,"","","",2.4.2,"When I tried to delete project in Administratoion/Projects after confirmation I received an error Redmine 500 error.
In /var/www/redmine/log/production.log there are the following:

Started DELETE ""/projects/x01"" for 192.168.204.49 at Fri Jan 24 11:22:43 +0400 2014
Processing by ProjectsController#destroy as HTML
  Parameters: {""authenticity_token""=>""/D91RCipYv10ilE/09o4HOJ8NytS8c3rlIdObYFcu8M="", ""id""=>""x01""}
  Current user: rifle (id=1)
  Rendered projects/destroy.html.erb within layouts/base (6.8ms)
Completed 200 OK in 44.3ms (Views: 32.5ms | ActiveRecord: 4.0ms)
Started DELETE ""/projects/x01"" for 192.168.204.49 at Fri Jan 24 11:22:45 +0400 2014
Processing by ProjectsController#destroy as HTML
  Parameters: {""commit""=>""Delete"", ""utf8""=>""?"", ""confirm""=>""1"", ""authenticity_token""=>""/D91RCipYv10ilE/09o4HOJ8NytS8c3rlIdObYFcu8M="", ""id""=>""x01""}
  Current user: rifle (id=1)
Completed 500 Internal Server Error in 482.0ms

NoMethodError (undefined method `children' for nil:NilClass):
  app/models/issue.rb:165:in `create_or_update'
  app/models/issue.rb:1371:in `recalculate_attributes_for'
  app/models/issue.rb:1334:in `update_parent_attributes'
  app/models/issue.rb:179:in `destroy'
  lib/plugins/awesome_nested_set/lib/awesome_nested_set/awesome_nested_set.rb:455:in `destroy_descendants'
  lib/plugins/awesome_nested_set/lib/awesome_nested_set/awesome_nested_set.rb:453:in `destroy_descendants'
  lib/plugins/awesome_nested_set/lib/awesome_nested_set/awesome_nested_set.rb:426:in `in_tenacious_transaction'
  lib/plugins/awesome_nested_set/lib/awesome_nested_set/awesome_nested_set.rb:443:in `destroy_descendants'
  app/models/issue.rb:179:in `destroy'
  app/controllers/projects_controller.rb:236:in `destroy'

Unfortunately I can't find the solurion in the internet. Redmine version 2.4.2"
15950,Redmine,Defect,"",Closed,Normal,Project identifier instructions still too ambiguous,Patrick O'Keeffe,"",2014-12-02 11:09,UI,"","","","",0,2014-01-23 21:38,2014-12-02 11:09,ä÷òAÇµÇƒÇ¢ÇÈ #9225,Fixed,2.2.2,"As discussed in #5877 a project identifier cannot be composed of only numbers. As of version 2.2.2.stable the instructional text below the project identifier field still fails to mention this: 

    Length between 1 and 100 characters. Only lower case letters (a-z), numbers, dashes and underscores are allowed.

This text needs to be revised to explicitly indicate identifiers cannot be composed of only numbers. I suggest:

    Length of 1 to 100 characters. Lower case letters (a-z), numbers, dashes and underscores are allowed but cannot contain only numbers."
