#,ƒvƒƒWƒFƒNƒg,ƒgƒ‰ƒbƒJ[,eƒ`ƒPƒbƒg,ƒXƒe[ƒ^ƒX,—Dæ“x,‘è–¼,ì¬Ò,’S“–Ò,XV“ú,ƒJƒeƒSƒŠ,‘ÎÛƒo[ƒWƒ‡ƒ“,ŠJn“ú,Šú“ú,—\’èH”,i’»—¦,ì¬“ú,I—¹“ú,ŠÖ˜A‚·‚éƒ`ƒPƒbƒg,Resolution,Affected version,à–¾
25049,Redmine,Defect,"",New,Normal,Issues which are assigned to group are not listed in reminders if 'users' parameter is specified,Go MAEDA,"",2017-03-07 08:05,Email notifications,"","","","",0,2017-02-11 09:49,"",ƒuƒƒbƒN‚µ‚Ä‚¢‚é #2477,"",3.2.5,"Assume the following situation:

* John (id: 2) and Dave (id: 3) belong to a group.
* The group is an assignee of an issue which subject is ""Assigned to group"".

If you run ""rake redmine:send_reminders users=2"", the issue ""Assigned to group"" should be listed in the reminder which John receives. But in fact it is not.


This is a test code to catch the problem:

<pre><code class=""diff"">
Index: test/unit/mailer_test.rb
===================================================================
--- test/unit/mailer_test.rb	(revision 16332)
+++ test/unit/mailer_test.rb	(working copy)
@@ -645,11 +645,18 @@
       ActionMailer::Base.deliveries.each do |mail|
         assert_mail_body_match 'Assigned to group', mail
       end
+
+      ActionMailer::Base.deliveries.clear
+
+      Mailer.reminders(:days => 7, :users => ['2'])
+      assert_equal 1, ActionMailer::Base.deliveries.size
+      assert_equal %w(jsmith@somenet.foo), ActionMailer::Base.deliveries.map(&:bcc).flatten.sort
+      assert_mail_body_match 'Assigned to group', ActionMailer::Base.deliveries.first
     end
   end

   def test_reminders_with_version_option
-    with_settings :default_language => 'en' do
+    with_settings :default_language => 'en' do
       version = Version.generate!(:name => 'Acme', :project_id => 1)
       Issue.generate!(:assigned_to => User.find(2), :due_date => 5.days.from_now)
       Issue.generate!(:assigned_to => User.find(3), :due_date => 5.days.from_now, :fixed_version => version)
</code></pre>"
25027,Redmine,Defect,"",Closed,Normal,Missing information about limits in listing projects,Kinga Knapik,"",2017-03-07 06:50,Documentation,"","","","",0,2017-02-07 14:44,2017-03-07 06:50,"","","","There is no information in the documentation ([[Rest_Projects]]) that only 25 projects will be returned on GET /projects.json without 'limit' parameter, which also isn't mentioned as an available parameter."
25025,Redmine,Defect,"",Closed,Normal,Redmine keeps crashing with any plugin installed,Colin McHugo,"",2017-02-07 11:50,"","","","","",0,2017-02-07 10:17,2017-02-07 11:50,"",Invalid,"","Hi,

Id really appreciate anyone's insight into this continual issue. I am using bitnami redmine on aws and when i install it i then go to install a plugin following instructions. Every and any plugin will work for a while then it usually crashes and i have to reinstall redmine all over again. Its very frustrating as i have reinstalled it about 6 times now. It cant be the plugins as each time i try different plugins (most popular ones).

thanks


Colin"
25022,Redmine,Patch,"",Closed,Normal,Add an index on attachments.disk_filename,Jens Kr?mer,Jean-Philippe Lang,2017-03-02 20:51,Performance,3.4.0,"","","",0,2017-02-07 08:21,2017-03-02 20:51,"","","","In a system with lots of attachments deleting one attachment can take very long due to the DB lookup in @Attachment#delete_from_disk@ which checks if the same physical file is used by any other attachment.

We had this issue at Planio in a setup with more than 500k attachments, where deleting a single one could take up to half a second. This patch adds an index on @attachments.disk_filename@ that fixed the issue for us."
25019,Redmine,Patch,"",Closed,Normal,Localization for Ukrainian language - completed,Anton Oslyak,"",2017-03-16 13:02,Translations,3.4.0,"","","",0,2017-02-06 19:41,2017-03-16 13:02,"","","","We fully transferred the file of localization for ukrainian language.

attachment:uk.yml

Redmine version                3.3.2.stable.16321

Ask you to include this file to redmine release.
"
25014,Redmine,Patch,"",Closed,Normal,redmine/i18n.rb - languages_lookup class variable is rebuilt every time,Jens Kr?mer,Jean-Philippe Lang,2017-03-02 20:42,I18n,3.4.0,"","","",0,2017-02-06 11:56,2017-03-02 20:42,"","","","the @@@languages_lookup@ variable in @redmine/i18n.rb@ appears to be intended as a cache but is assigned to a new value everytime @find_language@ is called.

Attached patch fixes this by using @||=@ instead of @=@."
24999,Redmine,Defect,"",Closed,Normal,Mercurial 4.1 compatibility,Adrian Klaver,"",2017-02-05 18:23,SCM,3.2.6,"","","",0,2017-02-05 01:23,2017-02-05 12:53,"",Fixed,"","Environment:
  Redmine version                3.2.4.stable
  Ruby version                   1.9.3-p484 (2013-11-22) [x86_64-linux]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               PostgreSQL
SCM:
  Mercurial                      4.1
  Git                            1.9.1
  Filesystem                     
Redmine plugins:
  no plugin installed
OS Ubuntu server 14.04.5 LTS
Mercurial 4.1 from either Ubuntu repo's or PyPi.

Moving to Mercurial 4.1 and opening a repo results in:

""The entry or revision was not found in the repository.""

and a log entry of:

""Started GET ""/projects/hplc/repository"" for 174.21.203.58 at 2017-02-03 08:59:47 -0800
Processing by RepositoriesController#show as HTML
  Parameters: {""id""=>""hplc""}
  Current user: aklaver (id=3)
hg: error during getting info: hg exited with non-zero status: 1
  Rendered common/error.html.erb within layouts/base (0.3ms)
Completed 404 Not Found in 574ms (Views: 60.9ms | ActiveRecord: 206.4ms)
""

Restarting the Redmine server does not help. 
The only thing that works is rolling back to Mercurial 4.0.2.

"
24995,Redmine,Defect,"",Closed,Normal,Custom query - error 500 if irrelevant field chosen,Yao Li,"",2017-02-13 16:34,Issues list,"","","","",0,2017-02-04 03:07,2017-02-13 16:34,"",Invalid,3.3.0,"Hi there,

Now I'm using redmine 3.3.0. 

1. In the issues page, filter issues with tracker
2. Set columns in Options panel, choose a field which is irrelevant with the tracker
3. Click apply, server returns Redmine 500 error with below information

<pre>
Internal error

An error occurred on the page you were trying to access.
If you continue to experience problems please contact your Redmine administrator for assistance.

If you are the Redmine administrator, check your log files for details about the error.

Back
</pre>

Compared with 2.3.0 version, if a irrelevant field is chosen, the column just leaves empty in result page, no 500 error occurred."
24994,Redmine,Defect,"",Closed,Normal,Custom field's value can't be saved when updating an issue,Yao Li,"",2017-02-13 16:36,Issues,"","","","",0,2017-02-04 02:55,2017-02-13 16:36,"",Invalid,3.3.0,"Hi there,

I updated redmine from 2.3.0 to 3.3.0. Now I met a problem, below are repro steps.

1. Create a new issue
2. Update the issue to another status, which has required field in my workflow configuration. The required field is List format configured in Custom fields.
3. Choose a value in the list, save the issue successfully.
4. The filed value leaves empty after a success save.

Plus, I have some new findings. Let's call the custom field as Field-A, Field-A has three values a,b,c.

1. Set Field-A to a, save the issue.
2. The Field-A leaves empty.
3. Update the issue, set Field-A to b, save the issue.
4. The Field-A's value is successfully set to b
5. Update the issue, set Field-A to a (which is initially value in step 1), save the issue.
5. The Field-A's value is still b, but a is expected here.

If the initial value is b, the repeat steps 2-5, you will find the initial value can't be saved. But if you change the value of this field the save the issue, it works well."
24993,Redmine,Patch,"",Closed,Normal,Traditional Chinese translation (to r16326),ChunChang Lo,"",2017-02-04 12:01,Translations,"","","","",0,2017-02-03 19:38,2017-02-04 12:01,"ƒRƒs[Œ³ #24892, ƒRƒs[æ #25277","","","* New
** field_full_width_layout
"
24992,Redmine,Defect,"",Needs feedback,Normal,MailHandler: an unexpected error occurred when receiving email: invalid byte sequence in UTF-8,Deoren Moor,"",2017-04-13 16:40,Email receiving,"","","","",0,2017-02-03 19:10,"",Ÿ‚Ìƒ`ƒPƒbƒg‚ªd•¡ #27361,"","","h5. Problem description

We have set @RAILS_ENV@ to *@development@* for our email scraping, so we were fortunate enough to have this logged when we found that several emails had been rejected:

<pre>
MailHandler: an unexpected error occurred when receiving email: invalid byte sequence in UTF-8
Message 190 can not be processed
</pre>

The subject line of the email had this text:

<pre>
Boleti?n de entomologi?a venezolana.
</pre>

h5. Redmine installation info

@# bin/about@

{{collapse
<pre>
/var/lib/gems/2.3.0/gems/htmlentities-4.3.1/lib/htmlentities/mappings/expanded.rb:465: warning: key ""inodot"" is duplicated and overwritten on line 466

sh: 1: darcs: not found
sh: 1: hg: not found
sh: 1: cvs: not found
sh: 1: bzr: not found
sh: 1: git: not found
Environment:
  Redmine version                3.3.2.stable.16201
  Ruby version                   2.3.1-p112 (2016-04-26) [x86_64-linux-gnu]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.9.3
  Filesystem
Redmine plugins:
  no plugin installed
</pre>
}}

@# bundle list@

{{collapse
<pre>
Gems included by the bundle:
  * actionmailer (4.2.7.1)
  * actionpack (4.2.7.1)
  * actionpack-action_caching (1.1.1)
  * actionpack-xml_parser (1.0.2)
  * actionview (4.2.7.1)
  * activejob (4.2.7.1)
  * activemodel (4.2.7.1)
  * activerecord (4.2.7.1)
  * activesupport (4.2.7.1)
  * addressable (2.4.0)
  * arel (6.0.3)
  * builder (3.2.2)
  * bundler (1.11.2)
  * coderay (1.1.1)
  * concurrent-ruby (1.0.2)
  * css_parser (1.4.5)
  * erubis (2.7.0)
  * globalid (0.3.7)
  * htmlentities (4.3.1)
  * i18n (0.7.0)
  * jquery-rails (3.1.4)
  * json (1.8.3)
  * loofah (2.0.3)
  * mail (2.6.4)
  * mime-types (3.1)
  * mime-types-data (3.2016.0521)
  * mimemagic (0.3.2)
  * mini_portile2 (2.1.0)
  * minitest (5.9.1)
  * mysql2 (0.3.21)
  * net-ldap (0.12.1)
  * nokogiri (1.6.8.1)
  * protected_attributes (1.1.3)
  * rack (1.6.4)
  * rack-openid (1.4.2)
  * rack-test (0.6.3)
  * rails (4.2.7.1)
  * rails-deprecated_sanitizer (1.0.3)
  * rails-dom-testing (1.0.7)
  * rails-html-sanitizer (1.0.3)
  * railties (4.2.7.1)
  * rake (11.3.0)
  * rbpdf (1.19.0)
  * rbpdf-font (1.19.0)
  * rdoc (4.3.0)
  * redcarpet (3.3.4)
  * request_store (1.0.5)
  * rmagick (2.16.0)
  * roadie (3.2.0)
  * roadie-rails (1.1.1)
  * ruby-openid (2.3.0)
  * sprockets (3.7.0)
  * sprockets-rails (3.2.0)
  * thor (0.19.1)
  * thread_safe (0.3.5)
  * tzinfo (1.2.2)
  * yard (0.9.5)
</pre>
}}

I don't know what the fix actually is, but this Stackoverflow.com[1] thread mentioned this:

> The combination of using: <code>@file = IO.read(file).force_encoding(""ISO-8859-1"").encode(""utf-8"", replace: nil)</code> and <code>#encoding: UTF-8</code> solved the issue.

I don't have Ruby knowledge, but I'll start digging through the code on my end to see if I can find where to make those changes. Please let me know if you need additional information.

---

fn1. http://stackoverflow.com/questions/9607554/ruby-invalid-byte-sequence-in-utf-8
"
24988,Redmine,Defect,"",Closed,Normal,Create New Issue,William  Julianto,"",2017-02-03 10:22,Issues,"","","","",0,2017-02-03 10:05,2017-02-03 10:22,"",Invalid,3.3.1,"Hello,

I registered as a non-administrator user, when I will make a new issue, field tracker and his subject does not appear. 
how to display it?

thanks,
William"
24979,Redmine,Defect,"",New,Normal,"Email ""keyword"" lines deleted even if the sender doesn't have permission to edit that field",Felix Sch?fer,"",2017-02-13 05:20,Email receiving,"","","","",0,2017-02-02 16:53,"","","","","When receiving an email with keyword lines ([[RedmineReceivingEmails#Issue-attributes]]) Redmine will destructively remove these lines, even when the sender doesn't have the permission to edit those attributes. The value of the issue's attributes will not be changed as per the field permission (that is correct) but the line with that value will be removed nonetheless (this is surprising).

One step further might even be to only remove lines with keywords if the value is a possible value for the attribute in question, but that's not quite the scope of my current issue."
24972,Redmine,Defect,"",Closed,Normal,Installation issues,“½–¼ƒ†[ƒU[,"",2017-02-02 00:53,"","","","","",0,2017-02-01 21:15,2017-02-02 00:53,"",Invalid,"","Hello,
Is there anyone who might be familiar with such installation errors? This never happened on another hosting servers, when installed Redmine software:
___________________________________________________________________

[!] There was an error parsing `Gemfile`: (<unknown>): mapping values are not allowed in this context at line 9 column 36. Bundler cannot continue.
# from /var/www/vhosts/bernackis.com/redmine.bernackis.com/public/Gemfile:63
# -------------------------------------------
# if File.exist?(database_file)
> database_config = YAML::load(ERB.new(IO.read(database_file)).result)
# adapters = database_config.values.map {|c| c['adapter']}.compact.uniq
# -------------------------------------------
ERROR:rubymng:Command '['/usr/local/psa/admin/sbin/filemng', 'bernacki', 'exec', '/var/www/vhosts/bernackis.com/redmine.bernackis.com/public', '/bin/bash', '-l', '-c', 'bundle install --path vendor/bundle']' returned non-zero exit status 4

_______________________________________________________________________________

If someone knows how to handle these issues, kindly let me know,
Thanks in advance!"
24971,Redmine,Patch,"",Closed,Normal,Japanese translation update (r16318),Go MAEDA,"",2017-02-04 12:02,Translations,"","","","",0,2017-02-01 14:26,2017-02-04 12:02,"","","",Translated field_full_width_layout.
