#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
23003,Redmine,Patch,"",Closed,Normal,Bulgarian translation for 3.1-stable,Toshi MARUYAMA,"",2016-06-07 15:17,Translations,3.1.7,"","","",0,2016-06-07 14:14,2016-06-07 15:17,"","","","From #23000.

<pre><code class=""diff"">
=== (+2,-2) config/locales/bg.yml ===
@@ -392,7 +392,7 @@
   setting_file_max_size_displayed: ÑMÑpÑ{ÑÉÑyÑ}ÑpÑ|ÑuÑ~ ÑÇÑpÑxÑ}ÑuÑÇ Ñ~Ñp ÑÑÑuÑ{ÑÉÑÑÑÄÑrÑyÑÑÑu ÑÜÑpÑzÑ|ÑÄÑrÑu, ÑÅÑÄÑ{ÑpÑxÑrÑpÑ~Ñy inline
   setting_repository_log_display_limit: ÑMÑpÑ{ÑÉÑyÑ}ÑpÑ|ÑuÑ~ ÑqÑÇÑÄÑz Ñ~Ñp ÑÅÑÄÑ{ÑpÑxÑrÑpÑ~ÑuÑÑÑu ÑÇÑuÑrÑyÑxÑyÑy Ñr Ñ|ÑÄÑs ÑÜÑpÑzÑ|Ñp
   setting_openid: ÑQÑpÑÇÑuÑäÑpÑrÑpÑ~Ñu Ñ~Ñp OpenID ÑrÑáÑÄÑt Ñy ÑÇÑuÑsÑyÑÉÑÑÑÇÑpÑàÑyÑë
-  setting_password_max_age: Require password change after
+  setting_password_max_age: ÑIÑxÑyÑÉÑ{ÑrÑpÑ~Ñu ÑxÑp ÑÉÑ}ÑëÑ~Ñp Ñ~Ñp ÑÅÑpÑÇÑÄÑ|ÑpÑÑÑp ÑÉÑ|ÑuÑt
   setting_password_min_length: ÑMÑyÑ~ÑyÑ}ÑpÑ|Ñ~Ñp ÑtÑåÑ|ÑwÑyÑ~Ñp Ñ~Ñp ÑÅÑpÑÇÑÄÑ|Ñp
   setting_new_project_user_role_id: ÑQÑÄÑ|Ñë, ÑtÑpÑrÑpÑ~Ñp Ñ~Ñp ÑÅÑÄÑÑÑÇÑuÑqÑyÑÑÑuÑ|, ÑÉÑåÑxÑtÑpÑrÑpÑã ÑÅÑÇÑÄÑuÑ{ÑÑÑy, Ñ{ÑÄÑzÑÑÑÄ Ñ~Ñu Ñu ÑpÑtÑ}ÑyÑ~ÑyÑÉÑÑÑÇÑpÑÑÑÄÑÇ
   setting_default_projects_modules: Ñ@Ñ{ÑÑÑyÑrÑyÑÇÑpÑ~Ñy Ñ}ÑÄÑtÑÖÑ|Ñy ÑÅÑÄ ÑÅÑÄÑtÑÇÑpÑxÑqÑyÑÇÑpÑ~Ñu ÑxÑp Ñ~ÑÄÑr ÑÅÑÇÑÄÑuÑ{ÑÑ
</code></pre>"
23000,Redmine,Patch,"",Closed,Normal,Bulgarian translation (r15472),Ivan Cenov,"",2016-06-07 15:16,Translations,"","","","",0,2016-06-07 07:27,2016-06-07 15:16,"","","","Translated several labels, settings, etc; ordered as in en.yml."
22991,Redmine,Patch,"",Closed,Normal,Japanese translation update (r15472),Go MAEDA,"",2016-06-06 12:18,Translations,"","","","",0,2016-06-06 08:13,2016-06-06 12:18,"","","","Translated the following strings:

* error_no_tracker_allowed_for_new_issue_in_project
* label_tracker_all
"
22989,Redmine,Patch,"",Closed,Normal,Czech translation for 3.1-stable,Toshi MARUYAMA,"",2016-09-07 02:08,Translations,3.1.7,"","","",0,2016-06-06 06:24,2016-06-06 12:06,"","","",From #22974.
22988,Redmine,Patch,"",Closed,Normal,Czech translation for 3.2-stable,Toshi MARUYAMA,"",2016-09-07 02:12,Translations,3.2.4,"","","",0,2016-06-06 06:23,2016-06-06 12:05,"","","",From #22974.
22983,Redmine,Patch,"",Closed,Normal,Simplified Chinese translation for Revision 15449,Haihan Ji,"",2016-06-06 11:58,Translations,"","","","",0,2016-06-04 12:19,2016-06-06 11:58,"","","",As subject.
22979,Redmine,Patch,"",Closed,Normal,German translations for 3.3 (for r15435),Tobias Fischer,Jean-Philippe Lang,2016-06-06 12:30,Translations,"","","","",0,2016-06-03 22:53,2016-06-04 12:06,"","","",Patch against current trunk (r15435) with german translations for 3.3
22977,Redmine,Defect,"",New,Normal,"A project member has no access and gets no notification, when being a watcher of the issue",Milan Brabec,"",2016-11-28 10:36,Email notifications,"","","","",0,2016-06-03 17:03,2016-06-14 16:10,"ä÷òAÇµÇƒÇ¢ÇÈ #21260, ä÷òAÇµÇƒÇ¢ÇÈ #16133, ä÷òAÇµÇƒÇ¢ÇÈ #13512, ä÷òAÇµÇƒÇ¢ÇÈ #8488","",3.2.2,"Hi, I have an issue, where not other help was effective (public help, wiki, forum).
In Redmine 3.2.2 (Czech localization) I have problem using watchers functionality and notifying them when an issue changes.
We have a non-public project called ""Ukoly"" and a role called ""Zadavatel"".
User ""milanb"" (me) created a task asigned to himself and added a watcher (user ""londruj"").
User ""londruj"" is a member of ""Ukoly"" with a role ""Zadavatel"" - see _screenshot1.png_ attached.
Role ""Zadavatel"" has all available Redmine rights - see _screenshot2.png_.
Notification for the user ""londruj"" is set.
When the issues changes, the user ""londruj"" does not get any notification.
When accessing the give issues using a direct link, the user ""londruj"" gets 403 error.
"
22975,Redmine,Defect,"",Confirmed,Normal,Moving a wiki page to a different project should refresh parent page list,Karel Pi?man,"",2016-06-04 09:34,Wiki,Candidate for next minor release,"","","",0,2016-06-03 14:38,"","","","","When renaming a wiki page in order to move it to a different project, I change the *Project* in the renaming form first. But, the *Parent page* pick list is not updated according to the selected project. Therefore, it's not possible to set a parent from the target project and I can move it to the root only.

A wrong selection of the *Parent page* leads to _""Parent page doesn't belong to the same project""_ error then.

I think that the *Parent page* pick list should be always filled in according to the *Project* selection.

!wiki_renaming.png!"
22974,Redmine,Patch,"",Closed,Normal,Czech localization patch,Karel Pi?man,Jean-Philippe Lang,2016-06-06 07:03,Translations,"","","","",0,2016-06-03 13:07,2016-06-04 12:08,"","","",Based on the current trunk.
22973,Redmine,Defect,"",Needs feedback,Normal,Api rest  assigned_to_id  ,Fran Lopez,"",2016-06-21 14:17,REST API,"","","","",0,2016-06-03 12:00,"","","","","Hi guys!,

I am working with the api issues.xml and I use the  adminitrator account but when I want change the assigned_id always the system return me the id administrator account.

is it possible change this id with the administrator account?

My redmine version is 3.2.2.

Thanks!!!

"
22967,Redmine,Defect,"",New,Normal,markdown: special character like ' (quote) breaks wiki links,Philippe Le Brouster,"",2016-07-17 09:01,Wiki,"","","","",0,2016-06-02 17:35,"","","",3.2.2,"**Affected version:** 3.1.5, 3.2.2, at least
**To reproduce:** 

   * create a new wiki page
   * insert a link with a quote inside. For ex. : [[This is a link'test]]


**Explanation**:

I'm trying to upgrade redmine from 2.4.2 to 3.1.5 (or 3.2.2) and I've an issue with the wiki links.

With the version 2.4.2, using quote ""'"" in the wiki links was working (using the redmine_redcarpet_formatter). 

For example :

    [[This is a link'test]]


With the version 3.1.5 or 3.2.2 the same code break the wiki link during html formatting. The output is something like 

    This is a link&

I suspect there is a problem during the text escaping because the function ``parse_wiki_links`` in app/helpers/application_helper consider that there is an anchor. The supposed anchor come from the html escaped form of the quote (which is &#39).

In French language, this is a major problem because the quote character is often used. 


Regards,
Philippe Le Brouster."
22965,Redmine,Defect,"",Closed,Normal,redmine website doesnt work when used without www,Maxim Kru?ina,Jean-Philippe Lang,2016-06-02 13:19,Website (redmine.org),"","","","",0,2016-06-02 12:43,2016-06-02 13:19,"",Duplicate,"","There should be redirect redmine.org > www.redmine.org
* www.redmine.org - works
* redmine.org - Forbidden / You don't have permission to access / on this server.
"
22945,Redmine,Defect,"",New,Normal,incorrect roadmap estimated & spent time values if only summary issues have target version,Fabien Camous,"",2016-05-31 20:56,Roadmap,"","","","",0,2016-05-31 20:56,"","","",3.2.2,"one of our team is using following structure for working (not totally accurate, but only for example)

* summary issue / target version : work package I
** sub task 1 / target version : sub workpackage A 
** sub task 2 / target version : sub workpackage A
** sub task 3 / target version : sub workpackage B

* summary issue / target version : work package II
** sub task 4 / target version : sub workpackage A
** sub task 5 / target version : sub workpackage B
** sub task 6 / target version : sub workpackage B

each subtasks has estimated & spent time on it which are correctly showing up when displaying the summary issue.

however when displaying version work package I & II, it's only showing 0 hours (estimated & spent), assuming it's only consolidating the ""first level"" and not subtasks.
"
22941,Redmine,Patch,"",Closed,Normal,"Allow thumbnails on documents, messages and wiki pages",kay rus,Jean-Philippe Lang,2017-04-16 08:23,Attachments,3.4.0,"","","",0,2016-05-31 12:59,2016-07-03 09:55,"ä÷òAÇµÇƒÇ¢ÇÈ #12183, ä÷òAÇµÇƒÇ¢ÇÈ #26353","","",""
22940,Redmine,Defect,"",Needs feedback,Normal,Why I received mail that contain underscore instead of space in from redmine.,Jong Hyuk,"",2016-06-16 16:16,Email receiving,"","","","",0,2016-05-31 11:26,"","","",3.2.2,"I want to fix not displaying underscore.

how to fix..

help me please."
22932,Redmine,Defect,"",Closed,Normal,"""Group by"" row from issues listing has the colspan attribute bigger with one than the number of columns from the table ",Marius BALTEANU,Jean-Philippe Lang,2016-06-05 09:08,UI,3.2.3,"","","",0,2016-05-31 01:26,2016-06-05 09:08,"",Fixed,3.2.2,"Steps to reproduce: 
# Open the issues tabs
# Group results by an attribute (tracker for example)
# Observe that the colspan attribute of the ""Group by"" row (tr.group) is bigger with one than the number of columns of issue rows (tr.issue).
# Because of that, the right border is missing for issue rows and table header

!missing_border.png!

After applying the attached patch (fix_colspan_attribute.patch):
!with_border.png!

"
22922,Redmine,Defect,"",Closed,Normal,"error, issue view page in ubuntu 14.0.4 chrome",sanghoon park,"",2016-06-02 13:20,Issues,"","","","",0,2016-05-30 11:36,2016-06-02 13:20,"",Invalid,3.2.2,"Format error of issue attributes of an issue view page in ubuntu 14.0.4 chrome (ver 50.0.2661.102 (64-bit))
windows 7 IE 11 is fine ok..."
22914,Redmine,Defect,"",Closed,Low,Notification mails not send when editing a ticket,Carsten Schurig,"",2016-05-27 17:21,Email notifications,"","","","",0,2016-05-27 16:18,2016-05-27 17:21,"",Invalid,3.2.2,"Notification mails are *not send* when *editing a ticket*! 

Mails are send on

* test email
* creating a ticket
* creating a news entry
* commenting a news entry

I turned on email debug output and when editing a ticket, redmine doesn't even try to send an email (at least there's no output in the log).

I'm currently on 3.2.2 and I think this started after upgrading from 2.6.something (to 3.2)."
22913,Redmine,Patch,"",Needs feedback,Normal,Auto-select fields mapping in Importing,Haihan Ji,"",2016-12-26 13:54,Importers,Candidate for next major release,"","","",0,2016-05-27 15:55,"","","","","I hate to select many times in import-mapping.
This patch can auto select by label before you select it."
22912,Redmine,Defect,"",Closed,Normal,Selecting a new filter on Activities should not reset the date range,Jan from Planio www.plan.io,Jean-Philippe Lang,2016-06-04 09:18,Activity view,3.2.3,"","","",90,2016-05-27 15:28,2016-06-04 09:18,"",Fixed,"",The attached patch will fix this.
22911,Redmine,Patch,"",Closed,Normal,Error raised when importing issue with Key/Value List custom field,Haihan Ji,Jean-Philippe Lang,2016-06-04 09:19,Custom fields,3.2.3,"","","",0,2016-05-27 14:04,2016-06-04 09:19,"","","","Import issue with key/value list custom field will throw exception.
The exception is <code>NoMethodError (undefined method `id' for #<CustomFieldEnumeration......</code>"
22910,Redmine,Defect,"",Closed,Normal,Inline(Base64) Images are not shown anyone after update to 3.2.2,Roman Pickl,"",2016-08-19 17:13,Issues,"","","","",0,2016-05-27 09:07,2016-05-27 09:11,"",Invalid,3.2.2,"I noticed that images inlined/pasted as Base64 (using ckeditor) are not displayed any more (empty src tag in HTML) in issues, notes, project Descriptions after updating to 3.2.2.
"
22898,Redmine,Patch,"",Closed,Normal,!>image.png! generates invalid HTML,Gregor Schmidt,Jean-Philippe Lang,2016-06-04 11:57,Text formatting,3.2.3,"","","",90,2016-05-25 13:13,2016-06-04 11:57,ÉuÉçÉbÉNÇµÇƒÇ¢ÇÈ #22923,"","","Redmine's RedCloth (current trunk r15425) generates the following HTML:

Input: <code>!>test.png! Paragraph with floating image</code>

Output: <code><p><div style=""float:right""><img src=""test.png"" alt="""" /></div> Paragraph with floating image</p></code>

The @div@ within the @p@ is not allowed, therefore HTML parsers will autoclose the @p@, the @div@ becomes a sibling to it, the text content will become another sibling and the closing @p@ will trigger another empty @p@ element.

This is what's _generated_ in Firefox's DOM: <code><p></p><div style=""float:right""><img src=""test.png"" alt=""""/> Paragraph with floating image<p></p></code>.

The attached patch simply adds a @span@ instead of a @div@ and therefore generates the expected DOM structure.
"
22897,Redmine,Defect,"",Closed,Normal,Leaving HTML tags in collapse macro instead of showing html_safe formatted text,Aleksandar Pavic visit redminecookbook.com,"",2016-05-31 10:57,Wiki,"","","","",0,2016-05-25 13:07,2016-05-31 10:57,"",Invalid,"","If a HTML content like <h1> for example is added to collapse macro, tags are displayed instead of html formatting it:

<pre>
{{collapse
<h1>This is a block of text that is collapsed by default.</h1>
It can be expanded by clicking a link.
}}
</pre>

And the output looks like:
{{collapse
<h1>This is a block of text that is collapsed by default.</h1>
It can be expanded by clicking a link.
}}

While it should be:
!Screenshot_12.png!

Attached is also diff file to make it work as I suggested in this ticket."
