#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
16424,Redmine,Defect,"",New,Normal,"Module configuration isn't documented in ""Create project"" API REST",St?phane Klein,"",2015-02-13 08:04,Documentation,"","","","",0,2014-03-25 10:36,"","","","","Module configuration isn't documented in ""Create project"" API REST :

http://www.redmine.org/projects/redmine/wiki/Rest_Projects#Creating-a-project"
16422,Redmine,Defect,"",Closed,Normal,In attachment.rb thumbnail function could not return target correct,chih-jen chuang,"",2015-04-14 19:36,Attachments,"","","","",0,2014-03-25 03:39,2015-04-14 19:36,"",No feedback,2.5.0,"In the lines from 200 to 207
<pre><code class=""ruby"">
   begin
      Redmine::Thumbnail.generate(self.diskfile, target, size) # <== could not return target success, even if target is correct.
   rescue => e
      logger.error ""An error....""
      return nil
   end
</code></pre>

add return target

<pre><code class=""ruby"">
   begin
      Redmine::Thumbnail.generate(self.diskfile, target, size)
      return target # <== it's correct on my site
   rescue => e
      logger.error ""An error....""
      return nil
   end
</code></pre>"
16415,Redmine,Defect,"",Closed,Normal,"Users get e-mail notification twice, if they are watchers and assignees at the same time.",Zoltan Tolnai,Zoltan Tolnai,2014-04-06 13:15,Email notifications,2.5.2,"","","",0,2014-03-24 10:32,2014-04-06 13:15,"","",2.5.0,"I think they should get only one notification.
This is the environment I tested:
<pre>
Environment:
  Redmine version                2.5.0.stable
  Ruby version                   1.9.3-p194 (2012-04-20) [i486-linux]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               MySQL
SCM:
  Subversion                     1.6.17
  Cvs                            1.12.13
  Bazaar                         2.6.0
  Git                            1.7.10.4
  Filesystem
Redmine plugins:
  clipboard_image_paste          1.8
  redmine_issue_checklist        2.0.5
  redmine_theme_changer          0.1.0
</pre>"
16413,Redmine,Defect,"",Closed,Urgent,Internal error when upgrade from 2.3.3 to 2.4 or above (2.5),david tse,"",2014-03-29 15:44,Database,"","","","",0,2014-03-24 07:34,2014-03-29 15:44,"",Invalid,2.5.0,"I have installed redmine 2.3.3 and run well, i want to upgrade to redmine 2.5 (same problem for upgrade to 2.4), so I exported the database to ""redmine.sql"",installed bitnami redmine 2.5 and import the database (redmine.sql), and there's an error when I open the redmine.
please tell me how to fix it, thanks.

Error Information:
Internal error
An error occurred on the page you were trying to access.
If you continue to experience problems please contact your Redmine administrator for assistance.
If you are the Redmine administrator, check your log files for details about the error."
16408,Redmine,Defect,"",Closed,Normal,2.4.x to 2.5.x - No Images,Bobby Dawson,"",2014-04-09 12:02,"","","","","",0,2014-03-23 06:43,2014-04-09 12:02,"","",2.5.0,"Using an SVN switch to change to the latest version is now causing pages to load with no images. My method used to make this upgrade was as follows:

Running 2.4.4, running svn update to patch to revision 12998.
svn switch http://svn.redmine.org/redmine/branches/2.5-stable
bundle update
rake db:migrate RAILS_ENV=production
rake redmine:plugins:migrate RAILS_ENV=production
rake tmp:cache:clear
rake tmp:sessions:clear
touch tmp/restart.txt

rails -v: 3.2.17
ruby -v: 1.8.7 patchlevel 374
passenger -v: 4.0.40
svn: 1.6.1
mysql -v: 5.6.16"
16399,Redmine,Patch,"",Closed,Normal,German Translation for r12977,Daniel Felix,"",2014-03-21 03:32,Translations,"","","","",0,2014-03-20 10:42,2014-03-21 03:32,"","","","These are the german translations for r12977.

@
label_issue_assigned_to_updated: Bearbeiter aktualisiert
@"
16397,Redmine,Defect,"",New,Normal,Simple Principal.joins(:projects) or Principal.joins(:memberships) throws sql error (mysql 2),Alexey Glukhov,"",2014-03-20 08:14,Database,"","","","",0,2014-03-20 08:14,"","","",2.3.4,"Hello, I am running Redmine 2.3.4 on Rails 3.2.13

Redmine has following relation in the Principal model:

@has_many :projects, :through => :memberships@

When running this simple activerecord query in rails:

@Principal.joins(:projects)@

or 

@Principal.joins(:memberships)@


throws following error:
ActiveRecord::StatementInvalid: Mysql2::Error: Unknown column 'projects.status' in 'on clause': SELECT `users`.* FROM `users` INNER JOIN `members` ON `members`.`user_id` = `users`.`id` AND projects.status<>9 INNER JOIN `projects` ON `projects`.`id` = `members`.`project_id` WHERE `users`.`type` IN ('User', 'AnonymousUser')

It's the same thing with User and Group tables. Also tried that on redmine 2.5 - still the same error.

Seems to me error is caused by principal.rb:28 line:
@has_many :memberships, :class_name => 'Member', :foreign_key => 'user_id', :include => [ :project, :roles ], :conditions => ""#{Project.table_name}.status<>#{Project::STATUS_ARCHIVED}"", :order => ""#{Project.table_name}.name""@

"
16395,Redmine,Defect,"",New,Normal,"Subproject filter is not saved in query if ""For all project"" is checked",Ofer Nave,"",2016-07-11 06:23,Issues,"","","","",0,2014-03-20 06:02,"","","",2.5.0,"When looking at the list of issues in a project that contains sub-projects, I can add a filter for ""Subproject"" with the value ""none"" which filters out all the sub-project issues, leaving just the issues that are directly in the parent project.  This is very useful.

However, when I click ""Save"" and give it a name and then save it, the Subproject filter gets dropped.


Environment:
  Redmine version                2.5.0.stable.12980
  Ruby version                   1.9.3-p484 (2013-11-22) [x86_64-linux]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               Mysql2
Redmine plugins:
  redmine_dmsf                   1.4.8 devel
  redmine_time_tracker           0.4
"
16385,Redmine,Patch,"",Closed,Normal,Bulgarian translation (12977),Ivan Cenov,"",2014-03-19 16:15,Translations,"","","","",0,2014-03-19 13:21,2014-03-19 16:15,"","","","Translated
* label_issue_assigned_to_updated"
16382,Redmine,Defect,"",New,High,RTL issues when Arabic and Latin Characters are mixed,Ouss Orange,"",2014-04-17 10:13,I18n,"","","","",0,2014-03-19 11:51,"","","",2.4.0,"When displaying fields containing mixed latin and arabic characters, the formatting get messy. The reader cannot tell where the sentence starts and where it ends. Arabic words get wrapped in a peculiar way around Latin words (and/or vice versa). 

I would assume this is the case for Hebrew characters as well since it is also a Right To Left language.

This is a well known issue:

http://www.w3.org/TR/WCAG20-TECHS/H34
http://www.w3.org/International/articles/inline-bidi-markup/
"
16381,Redmine,Patch,"",Closed,Normal,Extract code to render project  context links to helper,Michael Esemplare,Jean-Philippe Lang,2014-03-29 15:39,Code cleanup/refactoring,2.5.1,"","","",0,2014-03-19 07:44,2014-03-29 15:39,"","","","The attached patch is against trunk r12982.

Currently the logic to determine which links to show in the project view (app/views/projects/index.html.erb) is in the view itself. The current paradigm assumes the activity link always being shown. However if one wanted to hide that, or disable it (#1543), there is an extra separator left.

This patch will join the array of permissioned links with the separator in the projects helper; and return the html to render."
16380,Redmine,Patch,"",Closed,Normal,Traditional Chinese translation (to r12982),ChunChang Lo,"",2014-03-19 08:23,Translations,"","","","",0,2014-03-19 05:02,2014-03-19 08:23,"","","","* added: label_issue_assigned_to_updated
* changed: all éwîh was changed to ï™îh for uniform translation
"
16379,Redmine,Defect,"",Closed,Normal,Undefined method `each' for nil:NilClass on search for watchers to add,Ricardo S,"",2014-03-21 01:24,Issues,"","","","",0,2014-03-18 20:28,2014-03-21 01:24,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #14298,Duplicate,"","Not selecting an user, when 'Searching for users to add' on a New Issue, and clicking on *Add* instead of *Cancel* results on the following error on the logs:
<pre>
undefined method `each' for nil:NilClass
app/views/watchers/append.js.erb:1:in `_app_views_watchers_append_js_erb__830604308_107476400'
</pre>

Looking and the *WatchersController.append* action one can see that the *@users* attribute fails to be initialized when no user is selected.
That seems to be cause."
16378,Redmine,Defect,"",New,Normal,Revision hyperlink hyphen bug,Ksenia Altbregen,"",2014-04-13 07:10,SCM,"","","","",0,2014-03-18 15:28,"","","","","I use svn, but I suppose it does not matter for this bug.
I've merged a sequence of revisions (from 1415 to 1420) to some branch.
I've added a message with the revision numbers like this:
<pre>
svn commit . -m ""Merging r1415-1420 to some branch.""
</pre>
Now while everything is as it should to be in svn log:
<pre>
------------------------------------------------------------------------
r1422 | kaltbregen | 2014-03-06 16:51:20 +0400 (Thu, 06 Mar 2014) | 1 line

Merges r1415-1420 from redmine-2.4.1-staging
------------------------------------------------------------------------
</pre>
In the web (projects/project_name/repository/revisions/1422) it is:
!web_bug.png!
And though this is is a clickable hyperlink to projects/project_name/repository/revisions/1415, it should not hide hyphen and second number at all."
16377,Redmine,Defect,"",New,Normal,GANTT issues export to PDF,Jo?o Mendes,"",2014-04-03 16:10,Gantt,"","","","",0,2014-03-18 15:17,"",ä÷òAÇµÇƒÇ¢ÇÈ #13606,"",2.4.4,"In tab GANTT when export gantt chart to PDF, subject of issues write subject(issue.subject) but not id(issue_id).

I solved this by changing /lib/redmine/helpers/gantt.rb, in def subject_for_issue and then change: 
pdf_subject(options,""#{issue.id} #{issue.subject}"")
But i had to do this allways after upgrading.
Is it possible to add this to redmine, i think that this is good for all users.

Thanks,
Jo?o Mendes"
16376,Redmine,Defect,"",Closed,Normal,Assigned to me widget on my page,Marc M.,"",2014-03-21 01:47,My page,"","","","",0,2014-03-18 12:06,2014-03-21 01:47,"",Duplicate,2.4.2,"If I use the ""Created Tickets"" widget ontop of the ""Assigned to me"" widget, the ""Assigned to me"" widget shows ticket which I'm not Assigned to.
If I click on the ""Assigned to me"" widget link to the normal ticket overview it shows the right amount of tickets.
If I swap the positions both widgets show the rigth amount of tickets.

If sticks together somehow:
I also tried a plugin which allows to use custom filter on my page, there are tickets missing where <<me>> is used. We figured out that the tickets which are assigend to our group are missing on the my page widget, but they are shown if we use the same filter in the ticket overview.

"
16375,Redmine,Patch,"",Closed,Normal,Enhanced helper method (project_tree_options_for_select),Vincent Robert,"",2014-04-06 13:32,Code cleanup/refactoring,"","","","",0,2014-03-18 11:00,2014-04-06 13:32,"","","","Developing new plugins, I would like to use the ""project_tree_options_for_select"" method from the ApplicationHelper module.

The current method works well with the 'selected' tag, but the 'disabled' tag is missing."
16369,Redmine,Defect,"",New,Normal,Problem running on Tomcat,Reidar M. Tronstad,"",2014-03-17 17:39,Performance,"","","","",0,2014-03-17 17:39,"","","",2.5.0,"We have used Redmine for several years now with great success.
Setting up a new server I installed Redmine on Tomcat. We are using the Apache WEB server as front-end with the jk Apache Tomcat Connector to simplify the configuration.
The problem we have encountered is that the Redmine performance deteriorate with time (just a few hours use) and accessing issues results randomly in Internal error 500.
There is no trace of the error in the Tomcat log files.

Is Redmine known to be running stable on jruby Tomcat?

Our installation:
<pre>
OS      OpenSUSE 13.1 x86_64
Tomcat  7.0.50
Java    1.7.0_51-b13
</pre>

RAILS_ENV=production script/about 
.../redmine-2.5.0/lib/redmine.rb:71 warning: already initialized constant FCSV

<pre>
Environment:
  Redmine version                2.5.0.stable
  Ruby version                   1.9.3-p392 (2014-01-09) [java]
  Rails version                  3.2.17
  Environment                    production
  Database adapter               MySQL
SCM:
  Subversion                     1.8.8
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>

<pre>
production:
  adapter: mysql2
  database: redmine
  host: localhost
  username: redmine
  password: ""***""
  encoding: utf8
</pre>"
16368,Redmine,Patch,"",Closed,Normal,Polish translation update,Jan Inowolski,"",2014-03-18 06:54,Translations,2.5.1,"","","",0,2014-03-17 16:08,2014-03-18 06:54,"","","",Proposed updates to polish translation and polish vocabulary use. Based on r12977.
16366,Redmine,Defect,"",Closed,Normal,Issue ends up in an invalid state of a specified tracker,Jan-Willem Stroeken,"",2015-08-23 17:06,Issues workflow,"","","","",0,2014-03-17 09:51,2015-08-23 17:06,"",Invalid,2.3.4,"When using two trackers (default 'bug' and extended 'bug2', 'bug2' has been extended with an additional state 'waitForConfirmation' ) assume the following scenario:
- create 'issue1' in tracker 'bug2'
- set state of 'bug2' to 'waitForConfirmation'
- set 'issue1' tracker to 'bug' and save it
- 'issue1'is now using the 'bug' tracker and in the 'waitForConfirmation' state. The state cannot be changed anymore

in order to restore this, revert 'issue1'to 'bug2', set state to a supported state and then change trackertype

The tracker/state combination seems only to be checked when setting them together in one edit. When editing them sequentially (workflow first, state secondly), there is no check on the validity of the resulting state








Environment:
  Redmine version                2.3.4.stable
  Ruby version                   1.9.3-p0 (2011-10-30) [x86_64-linux]
  Rails version                  3.2.13
  Environment                    production
  Database adapter               Mysql2"
16364,Redmine,Patch,"",New,Normal,Issue workflow doesn't force status transition though workflow is defined so,Tadashi Hirata,"",2018-05-04 16:12,Issues workflow,"","","","",0,2014-03-17 06:29,"","ä÷òAÇµÇƒÇ¢ÇÈ #13560, ä÷òAÇµÇƒÇ¢ÇÈ #5593, ä÷òAÇµÇƒÇ¢ÇÈ #15837, ä÷òAÇµÇƒÇ¢ÇÈ #22280","","","

Please refer the recent discussion on #13560 also."
16363,Redmine,Defect,"",Closed,Normal,Spent time in list view is not the same as in single ticket view,Maxime Vez,"",2014-03-17 04:40,Time tracking,"","","","",0,2014-03-17 03:49,2014-03-17 04:40,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #11253,Duplicate,2.5.0,"I have a project tracker, with multiple child issues inside. We report the time in the child tickets, and it appears on the project ticket as SPENT TIME. But when using the list view, if I display the SPENT TIME column, everything is 0 (see attached pictures).

I think the SPENT TIME column should show the sum of spent time in child tickets (as it is displayed in single mode view)."
16357,Redmine,Defect,"",Closed,Normal,http://isakovktk.wix.com/ta-version-1#!about/c1enr -> function add a comment via facebook plugin does not work.,ìΩñºÉÜÅ[ÉUÅ[,"",2016-04-06 11:20,"","","","","",0,2014-03-14 16:26,2014-03-14 22:33,"",Invalid,"","This section ""add a comment"" should serve as a way to add a comment via facebook plugin. But in fact, it does not work and looks just like a picture.

Steps to reproduce: 
1. Open http://isakovktk.wix.com/ta-version-1
2. Go to ""O ÑàÑuÑ~ÑÑÑÇÑu"" http://isakovktk.wix.com/ta-version-1#!about/c1enr
3. Scroll to ""ÑOÑÑÑxÑçÑrÑç Ñy ÑrÑçÑÅÑÖÑÉÑ{Ñ~ÑyÑ{Ñy"" and find the ""add a comment via facebook plugin"" under the pictures.
4. Try to add a comment.

Actually result:
Facebook plugin does not function. The user can not add a comment via this plugin.

Expected result:
Facebook plugin works. User can add a comment via this plugin.


additional: google chrome version 32.0.1700.107 m

Screen: http://easycaptures.com/fs/uploaded/673/8456319493.jpg"
16356,Redmine,Patch,"",Closed,Normal,Spanish Translation: label_custom_field_select_type,Jes?s Guti?rrez de la Vega,"",2014-03-15 10:31,Translations,2.5.1,"","","",0,2014-03-14 13:16,2014-03-15 10:31,"","","",label_custom_field_select_type: Seleccione el tipo de objeto al que unir el campo personalizado
