#,ÉvÉçÉWÉFÉNÉg,ÉgÉâÉbÉJÅ[,êeÉ`ÉPÉbÉg,ÉXÉeÅ[É^ÉX,óDêÊìx,ëËñº,çÏê¨é“,íSìñé“,çXêVì˙,ÉJÉeÉSÉä,ëŒè€ÉoÅ[ÉWÉáÉì,äJénì˙,ä˙ì˙,ó\íËçHêî,êiíªó¶,çÏê¨ì˙,èIóπì˙,ä÷òAÇ∑ÇÈÉ`ÉPÉbÉg,Resolution,Affected version,ê‡ñæ
19409,Redmine,Defect,"",Closed,Normal,Cannot install Redmine 3.0.1 on Ubuntu 14.04.2,suvjunmd suvjunmd,"",2015-06-03 16:34,"","","","","",0,2015-03-17 22:03,2015-03-19 05:28,"éüÇÃÉ`ÉPÉbÉgÇ™èdï° #19469, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #20682",Invalid,3.0.1,"Following commands should be self-explanatory:
<pre>
suvjunmd@ubuntu:/usr/share/redmine-3.0.1$ sudo RAILS_ENV=production rake db:migrate
Redmine requires Bundler 1.5.0 or higher (you're using 1.3.5).
Please update with 'gem update bundler'.
suvjunmd@ubuntu:/usr/share/redmine-3.0.1$ sudo gem update bundler
Updating installed gems
Nothing to update
suvjunmd@ubuntu:/usr/share/redmine-3.0.1$ bundle --version
Bundler version 1.8.5
suvjunmd@ubuntu:/usr/share/redmine-3.0.1$ sudo RAILS_ENV=production rake db:migrate
Redmine requires Bundler 1.5.0 or higher (you're using 1.3.5).
Please update with 'gem update bundler'.
</pre>"
19406,Redmine,Defect,"",Closed,Normal,"Cannot set multiple ""tasks with precedes/follows relationship"" to *all* become child-tasks of some parent",Friedrich Schiller,"",2015-03-28 05:07,Issues,"","","","",0,2015-03-17 11:57,2015-03-28 04:57,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #13654,Duplicate,"","Hi,

I have 3 tasks where one follows the other:
<pre>
task1 -> task2 -> task3
</pre>

Then I create a new task: @parent_task@.

Now I *cannot* set @parent_task@ to be the parent of _all of_ @task1@ *and* @task2@ *and* @task3@.

@
@

The error message (when using bulk editing mode-> selecting all 3 issue with Ctrl and then right-click edit) is
<pre>
Failed to save 2 issue(s) on 3 selected: #67, #68.

    Parent task is invalid: #67, #68
</pre>
"
19405,Redmine,Defect,"",Closed,Normal,Setting config.logger.level in additional_environment.rb has no effect,Scott Macpherson,Jean-Philippe Lang,2015-04-25 09:34,Rails support,3.0.2,"","","",0,2015-03-17 11:07,2015-04-25 09:34,"",Fixed,3.0.1,"Since version 3.0.0 my production log files contain INFO messages and higher, despite setting a Logger level of @::WARN@ in @additional_environment.rb@.

Using the advice provided in [[RedmineInstall#Logging-configuration]] my @config/additional_environment.rb@ contains the following two lines:

<pre>
config.logger = Logger.new(Rails.root.join(""log"",Rails.env + "".log""),3,5*1024*1024)
config.logger.level = Logger::WARN
</pre>

Environment:

<pre>Redmine version    3.0.1.stable
Ruby version       2.2.1-p85 (2015-02-26) [x86_64-linux]
Rails version      4.2.0
Environment        production
Database adapter   PostgreSQL</pre>"
19403,Redmine,Defect,"",Closed,Normal,Mistake in Polish Translation file.,Maciej G.,Jean-Philippe Lang,2015-10-04 14:25,Translations,3.2.0,"","","",0,2015-03-17 08:45,2015-10-04 14:25,"ä÷òAÇµÇƒÇ¢ÇÈ #2001, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #8287",Fixed,"","In Polish Translation (config/locale/pl.yml) file there is mistake (at least) in two keys repeated in all recent versions of Redmine includeing 3.0.1.

Two values need to be changed because of inproper use of the variables %{count} and %{count}.

They corrected values shoud look like:
<pre>
mail_subject_reminder: ""Uwaga na terminy, masz zagadnienia do obs?u?enia w ci?gu nast?pnych %{days} dni! (%{count})"" 
mail_body_reminder: ""Wykaz przypisanych do Ciebie zagadnie?, kt?rych termin wypada w ci?gu nast?pnych %{days} dni""
</pre>

Discovered that mistake with my workmate.
"
19400,Redmine,Defect,"",Closed,Normal,Possibility of having 2 (or more) repositories with empty identifier,Toshi MARUYAMA,Jean-Philippe Lang,2015-04-25 09:18,SCM,2.6.4,"","","",0,2015-03-17 00:49,2015-04-25 09:18,"",Fixed,2.6.3,"#19260#note-4

> This patch (r14050) introduces the possibility of having 2 (or more) repositories with empty identifier.
> Is this something intendend?

> Maybe a self.save(validate: false) in clear_extra_info_of_changesets would have done the job too? (specially if the repository is about to be deleted)"
19398,Redmine,Defect,"",Closed,Normal,Failed to get attachment with Chinese filename.,Alan Liu,"",2015-04-28 06:57,"","","","","",0,2015-03-16 11:00,2015-04-28 06:53,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #19374,Duplicate,3.0.0,"* No problem to get attachment with ASCII filename.
* Failed to get attachment with Chinese filename. (Internal server error)

<pre>
Environment:
  Redmine version                3.0.0.stable
  Ruby version                   1.9.3-p545 (2014-02-24) [i386-mingw32]
  Rails version                  4.2.0
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.7.5
  Git                            1.9.5
  Filesystem                     
Redmine plugins:
  redmine_issue_templates        0.1.0
</pre>"
19396,Redmine,Defect,"",Closed,High,Some services not running normally after stopped,Wannika Onn-wong,"",2015-03-16 19:19,Issues,"","","","",0,2015-03-16 10:43,2015-03-16 19:19,"",Invalid,2.6.1,"I stopped all services in Bitnami Redmine Stack 2.6.1-0 and start all after 10 second both services redmineThin1 and redmineThin2 must stopped, 
Can you help me find this error.

Thank you
-----------------
The system run on windows server 2008R2  64 bit 
and Bitnami Redmine Packet: bitnami-redmine-2.6.1-1-windows-installer"
19393,Redmine,Defect,"",Closed,High,403 You are not authorized to access this page.,talha paracha,"",2015-03-16 19:20,Issues permissions,"","","","",0,2015-03-16 06:50,2015-03-16 19:20,"",Invalid,1.3.2,"Hi all,

I have two instances of redmine running right now (1.3.2 and 2.6.2 ) i have restored the backup form 1.3.2 to 2.6.2 successfully but am facing a very strange issue.

In a new project when i add a newely created memeber as a watcher (he is already a member of the project ) he dosent get the notification email and he aslo gets this error when he tries to open a ticket from activity. Its happening in both versions.

We were having anonymous watchers issue in 1.3.2 so i had tried this Feature #5159 (http://www.redmine.org/issues/5159) update #5 , it did sort of worked for us. But can this be causing an issue now ? cause any projects created after that are not sending watchers an email.

Thanks. "
19382,Redmine,Defect,"",Closed,Normal,at ticket-view no more filter after update from v2.5.1 to v2.6.2,Sven Niwolik,"",2015-03-14 17:02,"","","","","",0,2015-03-14 16:49,2015-03-14 17:02,"",Invalid,"","I have updated two identical versions from v2.5.1 to v2.6.2 and get the same error shown in the attached image after updating each.

My config is as following:

Environment:
  Redmine version                2.6.2.stable
  Ruby version                   2.1.2-p95 (2014-05-08) [x86_64-linux]
  Rails version                  3.2.21
  Environment                    production
  Database adapter               Mysql2

SCM:
  Git                            1.7.1
  Filesystem

Redmine plugins:
  redmine_dashboard              2.2
  redmine_lightbox               0.0.1"
19381,Redmine,Defect,"",Closed,Normal,Wrong syntax for wiki macros in wiki_syntax_detailed.html,Go MAEDA,Jean-Philippe Lang,2015-03-15 11:03,Documentation,2.6.3,"","","",0,2015-03-14 10:02,2015-03-15 11:03,ä÷òAÇµÇƒÇ¢ÇÈ #19002,Fixed,3.0.0,"Preceding '!' in samples are unnecessary. For example, @!{{include(Foo)}}@ should be @{{include(Foo)}}@.

Here is a patch to to fix this."
19375,Redmine,Defect,"",Closed,Normal,redmine_dmsf  install show  mini_portile_0.6.0 Could not find,xuchun sang,"",2015-03-17 08:33,"","","","","",0,2015-03-13 15:29,2015-03-13 16:23,"",Invalid,2.6.1,"apps\redmine\htdocs\plugins\redmine_dmsf>rake redmine
:plugins:migrate RAILS_ENV=production
(in D:/redmine-2.6.0-1/apps/redminedocs)
Could not find mini_portile-0.6.0 in any of the sources
Run `bundle install` to install missing gems.

"
19374,Redmine,Defect,"",Closed,Normal,MinGW thin and puma: Internal server error occoures when attachment file name contains non ASCII,Shine Lee,"",2015-10-28 17:46,"","","","","",0,2015-03-13 11:14,2015-03-13 16:16,"ä÷òAÇµÇƒÇ¢ÇÈ #19321, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #19398, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #19450, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #19467, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #19610, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #19600, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #20024, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #19963",Wont fix,"","I download redmine from https://bitnami.com/redirect/to/50832/bitnami-redmine-3.0.0-0-windows-installer.exe .
The bug is descriped in the attachments.

mysql: 5.5.42
redmine: 3.0 
ruby: 2.0.0p594 (2014-10-27) [i386-mingw32]
windows server 2008
"
19373,Redmine,Defect,"",Closed,Normal,problem with auto close after commit,Jeremie Cochie,"",2015-03-13 11:01,SCM,"","","","",0,2015-03-13 10:58,2015-03-13 11:01,"",Invalid,3.0.0,"Hi
i have a problem in redmine 3.0
My commits don't close auto my issue 
I use a bitnami redmine
My configuration for repository in a print screen
!http://hpics.li/38f820d!"
19370,Redmine,Patch,"",New,Normal,Parent projects in project jump dropdown,Sebastian Paluch,"",2016-03-04 19:55,Projects,"","","","",0,2015-03-13 09:55,"","ä÷òAÇµÇƒÇ¢ÇÈ #8904, ä÷òAÇµÇƒÇ¢ÇÈ #23310","","","This is a patch for #8904 adding parent projects to project jump dropdown.
 
Parent projects that user is not a member of are disabled/grayed out in the dropdown.

This reviles parent project names as complained in #888 but entire project hierarchy can be seen anyway on the Projects page.

Would be nice if this could be included into some release."
19368,Redmine,Defect,"",Closed,Normal,Creating an issue without tracker_id attribute ignores custom field values,Alex Last,Jean-Philippe Lang,2015-03-14 16:04,REST API,3.0.1,"","","",0,2015-03-13 06:29,2015-03-14 16:04,"",Fixed,3.0.0,"this is a regression in 3.0.0 from 2.6.x:

when creating new issues via REST API (specifically, I am using Redmine Java API library), I see 
the standard JSon payload I used with Redmine 2.6.x is not accepted anymore:

{""issue"":
  {""subject"":""test for custom multi fields - set multiple values"",
   ""project_id"":369,
   ""start_date"":null,
   ""custom_field_values"":{""3"":[""V1"",""V3""]}
  }
}

the server ignores values V1, V3 and assigns default V2 value to that multi-line custom field.

see test setMultiValuesForMultiLineCustomField()   in
https://github.com/taskadapter/redmine-java-api/blob/master/src/test/java/com/taskadapter/redmineapi/IssueManagerTest.java "
19366,Redmine,Defect,"",Closed,Normal,Committers: undefined method `compact!' for User::ActiveRecord_Relation,Nicolas Rodriguez,"",2015-03-14 11:23,SCM,"","","","",0,2015-03-13 00:54,2015-03-14 10:55,"",Duplicate,3.0.0,"Hi there!

I have installed the plugin on my new Redmine 3.0, configured it, but when I try to manage the comitters of the repository I just added to my project I get this error:

```
Started GET ""/repositories/3/committers"" for xxx at 2015-03-08 20:40:37 +0100
Processing by RepositoriesController#committers as HTML
  Parameters: {""id""=>""3""}
  Current user: leobaillard (id=3)
Completed 500 Internal Server Error in 24ms

NoMethodError (undefined method `compact!' for #<User::ActiveRecord_Relation:0xb27a3e1c>):
  app/controllers/repositories_controller.rb:98:in `committers'
```

Here the patch : 

Before :

<pre>
  def committers
    @committers = @repository.committers
    @users = @project.users
    additional_user_ids = @committers.collect(&:last).collect(&:to_i) - @users.collect(&:id)
</pre> 

After :

<pre>
  def committers
    @committers = @repository.committers
    @users = @project.users.collect(&:id)
    additional_user_ids = @committers.collect(&:last).collect(&:to_i) - @users
</pre>

Thank you!"
19365,Redmine,Defect,"",Closed,Normal,Cannot select from appropriate statuses when copying ticket,Maxim Kru?ina,"",2015-04-04 11:09,Issues workflow,"","","","",0,2015-03-12 23:10,2015-04-04 11:09,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #14696,Duplicate,3.0.0,"I'm copying ticket in my custom Tracker.
When copying, I can only select from current and default statuses, nothing else.
When ticket is created (copied), I can edit again and then select from complete list of statuses."
19363,Redmine,Defect,"",Closed,Normal,"""User is invalid"" error is returned when adding user to group twice",Alex Last,Jean-Philippe Lang,2015-03-15 19:47,REST API,"","","","",0,2015-03-12 22:28,2015-03-14 11:07,"",Invalid,3.0.0,"this operation used to be safe (idempotent) for Redmine 2.6.x.
now this fails for Redmine 3.0.0.

I am using this test:
https://github.com/taskadapter/redmine-java-api/blob/master/src/test/java/com/taskadapter/redmineapi/UserIntegrationTest.java

method addingUserToGroupTwiceDoesNotGiveErrors()

"
19360,Redmine,Defect,"",Closed,Normal,the wrong mail in one of the redmine account will cause all mail stop sending,alin huang,"",2015-03-12 08:15,Email notifications,"","","","",0,2015-03-12 07:54,2015-03-12 08:15,éüÇÃÉ`ÉPÉbÉgÇ∆èdï° #8157,Duplicate,2.6.1,"one of redmine account has wrong mail, which meas the mail is not exist. and the email notifications config of this account is ""for any event on all my projects"". this situation will cause all mail stop sending

"
19356,Redmine,Defect,"",Closed,Normal,"The SCM server disconnection, click the repository redmine crashes",xuchun sang,"",2015-03-12 06:05,SCM,"","","","",0,2015-03-12 02:23,2015-03-12 04:32,"",Invalid,2.6.0,"production.log
<pre>
Output was:
 <?xml version=""1.0"" encoding=""UTF-8""?>
<lists>
<list
   path=""http://192.168.1.11/svn/person"">

  Rendered common/error.html.erb within layouts/base (0.0ms)
Completed 404 Not Found in 3378.2ms (Views: 42.0ms | ActiveRecord: 15.0ms)
Started GET ""/redmine/projects/mira2-sr/documents"" for 127.0.0.1 at 2015-03-12 02:12:26 +0800
</pre>"
19354,Redmine,Defect,"",Closed,Normal,Unexpected milliseconds in JSON time attributes,Alex Last,Jean-Philippe Lang,2015-03-15 15:09,REST API,3.0.1,"","","",0,2015-03-11 20:20,2015-03-15 15:09,"",Fixed,"","our original request #5901 was about exposing Redmine version through REST API so that clients would know what functionality is supported by the server.
that request is still relevant, but I decided to submit a smaller feature request about date formats.

Redmine 3.x broke backward compatibility - the date format used in REST responses is different from Redmine 2.6:

> From redmine 2.6.0: ""updated_on"":""2015-01-23T00:15:24Z""
> From redmine 3.0.0: ""updated_on"":""2015-01-29T10:06:19.000Z""

one of our users submitted this bug report: https://github.com/taskadapter/redmine-java-api/pull/175

if we could query Redmine to see its version, we could pick the right date format instead of guessing... now we will have to check ""are there 3 more digits after this and before that?""..

but a better option would be querying Redmine to see what date format it uses for long dates and short dates - because this is what the library actually cares about.
"
19348,Redmine,Defect,"",Closed,Low,Project name is missing for versions from sub-projects,Sebastian Paluch,Jean-Philippe Lang,2015-03-15 15:08,Roadmap,2.6.3,"","","",0,2015-03-11 14:44,2015-03-15 15:08,"",Fixed,2.6.2,"In r13325 a change has been done to remove project name for not shared versions but now when showing a Roadmap including sub-projects, sub-project name is not added to not shared versions from sub-projects and it is not clear what the versions are for.

!roadmap.png!

I don't know for what use cases the change was done but it seems that wrong logic operator has been used, AND should be used instead OR.

<pre>
  def format_version_name(version)	
    if !version.shared? && version.project == @project
      h(version)
    else
      h(""#{version.project} - #{version}"")
</pre>"
19344,Redmine,Defect,"",New,Normal,MySQL 5.6: IssueNestedSetConcurrencyTest#test_concurrency : always fails,Rupesh  J,"",2015-03-17 13:25,Database,"","","","",0,2015-03-11 12:08,"","ä÷òAÇµÇƒÇ¢ÇÈ #17460, ä÷òAÇµÇƒÇ¢ÇÈ #19395, ä÷òAÇµÇƒÇ¢ÇÈ #6579, ä÷òAÇµÇƒÇ¢ÇÈ #23318, éüÇÃÉ`ÉPÉbÉgÇ™èdï° #23942","",3.0.0,"Hello,

When I run rake test:units
I always get this test failure. Can you please correct this.

  1) Failure:
IssueNestedSetConcurrencyTest#test_concurrency [E:/REDMINE/DEV3.0/redmine/test/unit/issue_nested_set_concurrency_test.rb:45]:
Expected ""Mysql2::Error: Deadlock found when trying to get lock; try restarting transaction: SELECT `issues`.`id` FROM `issues` WHERE (root_id IN (SEL
ECT root_id FROM issues WHERE id IN (390,388)))  ORDER BY `issues`.`id` ASC FOR UPDATE"" to be nil.

Redmine : 3.0.0
MySql   : 5.6.14

Thanks."
19341,Redmine,Patch,"",Closed,Normal,Put roadmap versions in <article> tags,An Phan,Jean-Philippe Lang,2015-06-13 13:21,Roadmap,3.1.0,"","","",0,2015-03-11 09:44,2015-06-13 13:21,"","","","Following #19339, I'd like to put the HTML for each version (in Roadmap pages) into @<article>@ tags too, for a better, HTML5-recommended structure. A @version-completed@ or @version-incompleted@ class is also attached, for theme styling flexibility."
19339,Redmine,Patch,"",Closed,Normal,Put news articles into <article> tags,An Phan,Jean-Philippe Lang,2015-06-13 13:15,News,3.1.0,"","","",0,2015-03-11 07:18,2015-06-13 13:15,"","","","The news article HTML should be wrapped in @<article>@ tags. This follows HTML5 practices, and makes theme styling easier."
19336,Redmine,Defect,"",Closed,Low,SCM url cannot change if repository is not empty,xuchun sang,"",2015-03-12 06:18,SCM,"","","","",0,2015-03-11 03:56,2015-03-11 13:33,"",Wont fix,2.6.0," svn url error target

Redmine 2.6.0 Feign deathÅCRedmine can't enter.

Environment:
  Redmine version                2.6.0.stable
  Ruby version                   2.0.0-p481 (2014-05-08) [i386-mingw32]
  Rails version                  3.2.19
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.8
  Git                            1.9.0
  Filesystem                     
Redmine plugins:
  projects_treeview              0.0.3-78"
19334,Redmine,Defect,"",Closed,Normal,Error 500 when uploading file with umlaut in filename from Mac,Benedikt Huss,"",2015-03-11 10:12,Database,"","","","",0,2015-03-10 21:49,2015-03-11 10:12,"",Invalid,3.0.0,"When I try to add a file that has umlauts in its filename, the file upload returns error 500

@ruby 2.2.0p0 (2014-12-25 revision 49005) [x86_64-linux]@

@ActiveRecord::StatementInvalid (Mysql2::Error: Incorrect string value: '\xCC\x88uft....' for column 'filename' at row 1: INSERT INTO `attachments` (`filesize`, `author_id`, `filename`, `content_type`, `created_on`, `disk_directory`, `disk_filename`, `digest`) VALUES (104227, 2, 'FileWith?.png', 'image/png', '2015-03-10 21:25:52.322050', '2015/03', '150310212552_2ee9c348b107f4bb61a9c636081148c7.png', '53487d81c5beb80ef2f4e3658f4326da')):
  app/controllers/attachments_controller.rb:90:in `upload'@"
19325,Redmine,Defect,"",Closed,Normal,ActionController::UnknownFormat: error for PDF request and unknown user,Bj?rn Peem?ller,Jean-Philippe Lang,2015-03-14 16:01,Accounts / authentication,3.0.1,"","","",0,2015-03-10 14:47,2015-03-14 16:01,"",Fixed,3.0.0,"Hi, I just got the following error for my Redmine 3.0.0 installation:

<pre>
ERROR MESSAGE:

ActionController::UnknownFormat: ActionController::UnknownFormat

WHERE:

issues#show

app/controllers/application_controller.rb:238
app/controllers/application_controller.rb:266

URL:

https://<our-server>/issues/353.pdf

BROWSER:

100.0% 	Googlebot 2.1 ()


FULL BACKTRACE:

[GEM_ROOT]/gems/actionpack-4.2.0/lib/action_controller/metal/mime_responds.rb:218
app/controllers/application_controller.rb:238
app/controllers/application_controller.rb:266
[GEM_ROOT]/gems/activesupport-4.2.0/lib/active_support/rescuable.rb:80
...
</pre>

The problem arises when a *user that is not logged in* tries to retrive the PDF export of an issue, which is not allowed in our configuration. It seems for me that the method @require_login@ in @application_controller.rb@ is missing a case for the PDF format."
