#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
26156,Redmine,Defect,"",Closed,Normal,Spent time not working correctly with user's zone different from system's time zone,Martin Jungowski,"",2017-06-13 18:51,Time tracking,"","","","",0,2017-06-13 18:19,2017-06-13 18:51,次のチケットと重複 #16482,Duplicate,3.3.3,"I've found a weird bug after updating from Redmine 3.1.1 to 3.3.3: time tracking is broken and somehow dependent on individual time zone and language preference.

Our Redmine server is located in central Europe (CEST, or GMT+1), I am located in Texas (CT, or GMT-6). When I set my personal timezone accordingly in ""My account"", time entries under ""spent time"" are not showing up properly anymore. Instead, to see today's time entries I have to select ""yesterday"" from the dropdown menu, and to see this week's time entries I have to select ""last week"". And to make matters worse it somehow also depends on my personal language preference configured under ""My account"" as well:

# time zone GMT+1, language German
** all good; see attached screenshots 1_de_cest_today & 2_de_cest_thisweek. This is what I expect to see regardless of time zone and language.
# time zone GMT-6, language German
** today = yesterday; see 3_de_ct_today & 4_de_ct_yesterday,
** this week = broken, monday is missing and can be found in last week's view; see 5_de_ct_thisweek & 6_de_ct_lastweek
# time zone GMT-6, language English
** today = yesterday, same behavior as in 2
** this week = working, monday showing up as expected, see 7_en_ct_thisweek & 8_en_ct_lastweek

This has only started after the update from Redmine 3.1.1 to 3.3.3 yesterday, it was all working perfectly fine until just yesterday. I also have to add that this happens independent of time and date. The time and date, when those screenshots were taken:

CEST in Europe: 6/13/2017, 6:00pm
CT in Texas: 6/13/2017, 11:00am

I've tried this yesterday as well when it was around 10pm in Europe and 3pm in Texas, and later also when it was 6pm in Texas but already 1am the next day in Europe. Results were the same.

System info:

<pre>
sh: 1: svn: not found
sh: 1: darcs: not found
sh: 1: hg: not found
sh: 1: cvs: not found
sh: 1: bzr: not found
Environment:
  Redmine version                3.3.3.stable
  Ruby version                   2.3.1-p112 (2016-04-26) [x86_64-linux-gnu]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.7.4
  Filesystem                     
Redmine plugins:
  localizable                    0.4.0
  projects_table                 0.0.4
  redmine_agile                  1.4.3
  redmine_base_deface            0.0.1
  redmine_base_select2           0.0.1
  redmine_contacts               4.0.2
  redmine_contacts_helpdesk      3.0.7
  redmine_multiprojects_issue    3.3.0
  redmine_theme_changer          0.2.0
  sidebar_hide                   0.0.8
</pre>

I've tested it with all plugins disabled and all themes removed, and it behaved the same. Something seems to be broken somewhere somehow."
26145,Redmine,Defect,"",Closed,Normal,Don't redirect anonymous users to the login form for disabled modules,Adam Clark,Jean-Philippe Lang,2017-06-26 23:09,Permissions and roles,3.5.0,"","","",0,2017-06-12 23:41,2017-06-26 23:09,"",Fixed,2.5.2,"The use case is that a project enables a module (the Files module is the one we encountered) but later turns it off. If there are stray links to that URL, these generate a 403 error, which for anonymous users redirects to the login/registration page.

In our case, we had projects that served files publicly, then moved these to another location and turned off the Files module. The result is we now get a lot of spurious registration requests from users who are trying to download these files, because to the user it looks like the site is asking them to register before they can access the files.

I was able to address our immediate problem by patching ApplicationController.authorize to check whether the request is associated with a disabled project module, and redirect to the main project page in that case. I'm not sure how correct this code is (I don't know the Redmine internals all that well) and I know that this doesn't work for some modules (eg. Issues) which apparently operate through some other method. So this code is just for illustration, I guess.

<pre><code>
    def authorize_with_custom(ctrl = params[:controller], action = params[:action], global = false)
      allowed = User.current.allowed_to?({:controller => ctrl, :action => action}, @project || @projects, :global => global)
      if allowed
        true
      else
        if @project
          logger.debug 'Handling auth error for ' + ctrl + '/' + action

          # Figure out whether the permission for this path is handled by a module
          project_module = Redmine::AccessControl.permissions.select {|p| p.actions.include?(ctrl + '/' + action)}.first.try(:project_module)
          logger.debug 'Permission module is ' + project_module.to_s

          # If it is a module, and the module isn't enabled in this project, try to redirect to the main project page
          if project_module && !@project.module_enabled?(project_module)
            can_view_project = User.current.allowed_to?({:controller => :projects, :action => :show}, @project)
            logger.debug 'Can the user view the main project page? ' + can_view_project.to_s
            if can_view_project
              redirect_to project_path(@project)
              return false
            end
          end
        end
        if @project && @project.archived?
          render_403 :message => :notice_not_authorized_archived_project
        else
          deny_access
        end
      end
    end
</code></pre>"
26132,Redmine,Defect,"",Closed,Normal,Redmine site cannot be displayed in an iframe,CM Gui,"",2017-06-10 07:16,Administration,"","","","",0,2017-06-09 20:52,2017-06-10 07:04,"",Invalid,3.3.0,"We used to be able to display our Redmine site in an iframe.    But after upgrading to 3.3.0 last September, we are unable to display our site in an iframe.   We get this error from the browser: ""To help protect the security of information you enter into this website, the publisher of this content does not allow it to be displayed in a frame.""
Is there any way we can make our Redmine site display in an iframe again?
Thank you very much.
"
26129,Redmine,Defect,"",Closed,Normal,"Email notification function problem,",James Lai,"",2017-06-09 14:44,Email notifications,"","","","",0,2017-06-09 12:26,2017-06-09 14:43,"",Duplicate,"","We came across  a problem during the using of Redmine : mail notification can't be triggered in two Issues of one Project, but we got mail notification before, and there is no similiar situation in other Issues. We want to know, is this a bug in Redmine? BTW, the fuction went normal after we copy the Issues into a new one, but the original Issues still got this problem. Please help to check it,thanks!

Environment:
  Redmine version                3.3.2.stable
  Ruby version                   2.3.2-p217 (2016-11-15) [x86_64-linux]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.7.14
  Git                            1.8.3.1
  Filesystem                     
Redmine plugins:
  _query                         0.0.2
  clipboard_image_paste          1.10
  easy_wbs                       2016-0.0
  redmine_agile                  1.4.2
  redmine_ckeditor               1.1.4
  redmine_contacts               4.0.6
  redmine_custom_workflows       0.1.6
  redmine_dashboard              2.7.1
  redmine_dmsf                   1.5.8
  redmine_favorite_projects      2.0.3
  redmine_knowledgebase          3.2.1"
26124,Redmine,Defect,"",Closed,Normal,Error 404 when trying to download issue-attached file with url-encoded link,Andrey Iskousnykh,"",2017-06-08 19:10,"","","","","",0,2017-06-08 17:53,2017-06-08 19:10,"",Invalid,3.3.0,"Issue appears when I try to download file, that is attached to issue and which name contains non-latin chars (russian letters). Somehow file name become corrupted during get request.
Here log parts:
Upload request (OK)
<pre>
Started POST ""/redmine/uploads.js?attachment_id=1&filename=Scan10001%20%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg&content_type=image%2Fjpeg"" for 127.0.0.1 at 2017-06-07 18:02:43 +0300
Processing by AttachmentsController#upload as JS
  Parameters: {""attachment_id""=>""1"", ""filename""=>""Scan10001 ? копия.jpg"", ""content_type""=>""image/jpeg""}
  Current user: NK (id=3)
Saving attachment 'C:/BitNami/redmine-3.3.0-1/apps/redmine/htdocs/files/2017/06/170607180244_6da4361f84cca44f87c91e3fe3171a32.jpg' (966578 bytes)
  Rendered attachments/upload.js.erb (0.0ms)
Completed 200 OK in 129ms (Views: 0.0ms | ActiveRecord: 80.0ms)
</pre>
File and db-record are both fine.
Failed download request:
<pre>
Started GET ""/redmine/attachments/download/1452/Scan10001%20‥94%20копия.jpg"" for 127.0.0.1 at 2017-06-07 18:02:51 +0300
Processing by AttachmentsController#download as HTML
  Parameters: {""id""=>""1452"", ""filename""=>""Scan10001 \xE2\x80\x94 \xD0\xBA\xD0\xBE\xD0\xBF\xD0\xB8\xD1\x8F.jpg""}
  Current user: NK (id=3)
  Rendered common/error.html.erb within layouts/base (0.0ms)
Filter chain halted as :find_attachment rendered or redirected
Completed 404 Not Found in 47ms (Views: 15.6ms | ActiveRecord: 15.6ms)
</pre>
Even log record is corrupted, printscreen of notepad++ attached (unprintable chars present):
!prntscr1.PNG!

HTML-anchor in issue looks fine.

My environment:
Redmine is installed using @Bitnami Redmine Stack@.
<pre>
Environment:
  Redmine version                3.3.0.stable
  Ruby version                   2.1.8-p440 (2015-12-16) [i386-mingw32]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               Mysql2
</pre>"
26098,Redmine,Defect,"",Closed,Low,Can not save with vietnamese character,Ky Nguyen,"",2017-06-06 07:20,Issues,"","","","",0,2017-06-06 06:36,2017-06-06 07:20,"",Invalid,"","- I can not save issues, project, comment... with vietnamese character"
26090,Redmine,Defect,"",New,Normal,Some small issues found during review of r16029 for #24407.,Mischa The Evil,Mischa The Evil,2017-06-25 11:09,Translations,3.4.1,"","","",0,2017-06-02 15:31,"",関連している #24407,"","","I started a review of r16029 for ? great ? issue #24407 some time ago and found some small issues, which I noted (using old-style pencil and paper). I wasn't able to complete this review and post my findings properly though.

I will complete the review and post my findings (have to look-up that piece of paper) before version#119 gets released (the version which will include the changes from r16029). Meanwhile I post this issue as a placeholder and personal reminder."
26089,Redmine,Defect,"",Closed,Normal,Plugin Issue ,Kashif Mukhtar,"",2017-06-02 13:48,"","","","","",0,2017-06-02 13:20,2017-06-02 13:48,"",Invalid,"","I have installed redmine_timesheet_plugins for managing issues time of users.I have getting internal server error 500 while downloading csv.I am downloading all previous month csv's but getting error on downloading last month May CSV.When i download csv its redirect me internal server 500 error.Can you suggest me the solution.Its bit urgent.

"
26087,Redmine,Defect,"",New,Normal,<pre></pre> with included URL is displayed wrongly,Bernhard Donaubauer,"",2017-06-02 08:09,"","","","","",0,2017-06-02 07:59,"","","",3.3.1,"
If I enter this textile line 

<pre>svn co https://intra.bayerwald-fenster.de/svn/intra/yucatan_conturex_anbindung/trunk conturex</pre>

in the wiki it is displayed as

svn co <a class=""external"" href=""https://intra.bayerwald-fenster.de/svn/intra/yucatan_conturex_anbindung/trunk"">https://intra.bayerwald-fenster.de/svn/intra/yucatan_conturex_anbindung/trunk</a> conturex

on the resulting page.

BTW: If i enter a space before the <pre> tag it is displayed as intended."
26085,Redmine,Defect,"",Needs feedback,Normal,Subtasks are not assigning to correct parent,Mark Wintch,"",2017-06-01 21:45,Issues,"","","","",0,2017-06-01 17:28,"","","",3.3.0,"To replicate the issue one needs to:
* 1. Create a level 1 issue.  This will be the parent of all other issues.  Let's call it Issue #100
* 2. Then create any number greater than 1 subtasks of that parent.  We will create five and say they are issue ID's 110, 120, 130, 140, and 150.
* 3. Now under issue ID create a subtask with issue ID 111.  That will work fine.
* Here comes the problem:
* 4. Move 111 to 150 and it will be abandoned.
* 5. Move 111 to 140 and it will say 140 is the parent, but it will actually be placed under 150.

Looking at the issues table in SQL the problem seems to be that the lft and rgt fields do not increment when adding the new subtask to a new parent that did not have tasks previously.  So, the new task fails over to the next available range of lft rgt bounds.  If there is no parent to that range then the issue is orphaned, otherwise it assigns the issue to the next range available, but not the one that the user desires even though the application will say the tasks is a child of the correct parent.

---

Our current workaround is as follows using the example from above:
Edit issue 140 or 150 whichever you are working with as follows.  Remove the parent of 100 and set it to blank and save. Then edit issue 111 so that it has no parent and save it.  Go back to issue 140 or 150 and set the parent to 100 and save it.  Then go to issue 111 and assign to either 140 or 150 and it will now work. 

<pre>
Environment:
  Redmine version                3.3.0.stable
  Ruby version                   2.1.8-p440 (2015-12-16) [x64-mingw32]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               SQLServer
SCM:
  Filesystem
Redmine plugins:
  redmine_agile                  1.4.1
</pre>
"
26084,Redmine,Defect,"",Needs feedback,Normal,In my Overview coloumn did n't show bugs count.,manikishore goli,"",2017-06-15 09:58,"","","","","",0,2017-06-01 14:58,"","","","","
In my redmine setup when i allocate a project to specific person then overview column shows all zeros(check first attachment). Please consider this  request is high priority."
26079,Redmine,Defect,"",Needs feedback,Normal,Impossible to add member to a project,Fabrice ROBIN,"",2017-06-13 16:16,Project settings,"","","","",0,2017-05-31 17:02,"","","",3.3.3,"
no way to add members to 1 specific project.

Go to https://redmine.xxx.xxx/projects/advertising_as/settings/members
click on link https://redmine.xxx.xxx/projects/advertising_as/memberships/new to add members.

The popup is not displayed on Firefox (53.0.2).
It is displayed on Chrome.

This works on other projects. 
It seems to be due to the underscore in the identifier. 
It is the same with dashes in the project identifier.
"
26078,Redmine,Defect,"",Closed,Normal,List of issues per assignee doesn't match in profile,Juan Carlos Massanet,"",2017-06-02 07:54,Issues filter,"","","","",0,2017-05-31 16:37,2017-06-02 07:54,"関連している #3398, 関連している #13758, 次のチケットと重複 #25212",Duplicate,3.2.0,"Hello,

Regarding this feature: #8153
The amount of issues assigned to the user that can be found in his profile shows a different number than when we click the ""Assigned issues"" link. 
After some tests I figured out that the counter in the user profile is taking into account issues assigned to any group the user belongs to. However when we click in to the link ""Assigned issues"" we only see the issues that are assigned to the user.

Is there any whay to make this match?

Is there any way to see the list of issues to assigned to a particular user and the group his belogns to?

"
26075,Redmine,Defect,"",Closed,Normal,Redmine 3.3.3 - stable - scrollbar missing in Chrome,Bintintan Andrei,"",2017-05-31 14:55,UI,"","","","",0,2017-05-31 13:04,2017-05-31 14:55,"",Invalid,"","Hi, 

I've just upgraded to 3.3.3 and I have a very strange side-effect. 
The scrollbar is missin on some pages (wiki, issues) etc... it happens only in google chrome. In FF it looks right.
I use a different theme but with the original one is the same issue. 

Any ideas? See screenshots. 
<pre>
Environment:
  Redmine version                3.3.3.stable.16584
  Ruby version                   2.2.3-p173 (2015-08-18) [x86_64-li
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.9.3
  Git                            2.7.4
  Filesystem
Redmine plugins:
  redmine_agile                  1.4.3
  redmine_ckeditor               1.1.2
  redmine_impersonate            0.10.0
  redmine_lightbox2              0.3.2
  redmine_per_project_formatting 0.0.3
  wiki_issue_fields              0.5.1

</pre>

"
26072,Redmine,Defect,"",Closed,Normal,Set default assignee before validation,Felix Sch?fer,Jean-Philippe Lang,2017-06-07 21:34,Issues,3.2.7,"","","",0,2017-05-30 17:52,2017-06-07 21:34,関連している #482,Fixed,3.3.3,"Currently the default assignee is set only after validations. This means that when the field is required the default assignee does not work.

The following patch changes setting the default assignee to before the validation:

<pre><code class=""diff"">
diff --git a/app/models/issue.rb b/app/models/issue.rb
index 7d411fc94..a5ebfbffa 100644
--- a/app/models/issue.rb
+++ b/app/models/issue.rb
@@ -105,8 +105,8 @@ class Issue < ActiveRecord::Base
     end
   }
 
+  before_validation :default_assign, on: :create
   before_validation :clear_disabled_fields
-  before_create :default_assign
   before_save :close_duplicates, :update_done_ratio_from_issue_status,
               :force_updated_on_change, :update_closed_on, :set_assigned_to_was
   after_save {|issue| issue.send :after_project_change if !issue.id_changed? && issue.project_id_changed?}
</code></pre>"
26067,Redmine,Defect,"",Closed,Normal,Redmine service running but unable to access it on browser ,Ashay Maheshwari,"",2017-05-30 07:17,"","","","","",0,2017-05-30 06:35,2017-05-30 07:17,"",Invalid,"","Hello. I installed redmine on ubuntu 14.04 following the instructions given [[https://gist.github.com/wenzhixin/4650802f442d020cd332]].

I have a redmine service running - 
<pre>
someoe@machine:~$ sudo start -v redmine
redmine start/running, process 19402
</pre>

I am willing to run redmine behind nginx and I copied the contents in /usr/share/nginx/html here it is -
<pre>
someone@machine:~$ ls /usr/share/nginx/html/
50x.html  index.html  redmine  www
</pre>

Still I am not able to see redmine home page or management console.


"
26066,Redmine,Defect,"",New,Normal,Selenium::WebDriver doesn't work with current version of Firefox,Pavel Rosick?,"",2017-05-29 16:48,Gems support,"","","","",0,2017-05-29 16:48,"","","","","selenium-webdriver version was locked in order to support outdated Ruby 1.9.3 #24092
could you allow selenium-webdriver 3.4.0 if Ruby 2.0+ is used? I'm getting this error because of it:

Selenium::WebDriver::Error::WebDriverError:
  unable to obtain stable firefox connection in 60 seconds (127.0.0.1:7055)

Firefox 53.0.3
(selenium-webdriver 3.4.0 solves the problem)

thanks

"
