#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
25502,Redmine,Patch,NA,Closed,Normal,Russian translation for 3.3-stable,Toshi MARUYAMA,NA,2017-04-03T16:40:00Z,Translations,3.3.3,NA,NA,NA,0,2017-04-03T16:30:00Z,2017-04-03T16:40:00Z,NA,NA,NA,"From #25397.

<pre><code class=""diff"">
=== (+2,-3) config/locales/ru.yml ===
@@ -1308,7 +1308,6 @@
   label_new_project_issue_tab_enabled: Отображать вкладку ""Новая задача""
   setting_new_item_menu_tab: Вкладка меню проекта для создания новых объектов
   label_new_object_tab_enabled: Отображать выпадающий список ""+""
-  error_no_projects_with_tracker_allowed_for_new_issue: There are no projects with trackers
-    for which you can create an issue
+  error_no_projects_with_tracker_allowed_for_new_issue: Отсутствуют проекты, по трекерам которых вы можете создавать задачи
   error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: Spent time cannot
     be reassigned to an issue that is about to be deleted
</code></pre>"
25505,Redmine,Patch,NA,Closed,Normal,Russian translation for 3.2-stable,Toshi MARUYAMA,NA,2017-04-03T18:47:00Z,Translations,3.2.6,NA,NA,NA,0,2017-04-03T18:26:00Z,2017-04-03T18:47:00Z,NA,NA,NA,"From #25349.

<pre><code class=""diff"">
=== (+2,-3) config/locales/ru.yml ===
@@ -1283,5 +1283,4 @@
   label_any_open_issues: любые открытые задачи
   label_no_open_issues: нет открытых задач
   label_default_values_for_new_users: Значения по умолчанию для новых пользователей
-  error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: Spent time cannot
-    be reassigned to an issue that is about to be deleted
+  error_cannot_reassign_time_entries_to_an_issue_about_to_be_deleted: Затраченное время не может быть переназначено на задачу, которая будет удалена
</code></pre>"
25507,Redmine,Patch,NA,Closed,Normal,Japanese translation update (r16457),Go MAEDA,NA,2017-04-05T15:38:00Z,Translations,NA,NA,NA,NA,0,2017-04-04T03:36:00Z,2017-04-05T15:38:00Z,NA,NA,NA,"Translated field_digest.
"
25518,Redmine,Patch,NA,Closed,Normal,Bulgarian translation,Ivan Cenov,NA,2017-04-05T18:52:00Z,Translations,NA,NA,NA,NA,0,2017-04-05T07:14:00Z,2017-04-05T18:52:00Z,NA,NA,NA,"Translated
* field_digest
* label_last_notes"
25526,Redmine,Patch,NA,Closed,Normal,Revert API change in spent_hours field in issue#show,Holger Just,Jean-Philippe Lang,2017-05-05T06:37:00Z,REST API,3.2.6,NA,NA,NA,0,2017-04-05T15:29:00Z,2017-04-05T18:10:00Z,関連している #20661,NA,NA,"When preloading the @spent_hours@ of issues (as e.g. done for #20661, they default to @0@ instead of the previous default @0.0@. This results in a change of the @issue#show@ API which now also returns an Integer instead of a Float. Previously (in Redmine 3.2), the API used to return the data the following way:

<pre><code class=""json"">
{
  ""issue"": {
    ""id"": 15,
    ...
    ""spent_hours"": 0.0,
    ...
  }
}
</code></pre>

While later versions (including the current trunk) return them as follows:

<pre><code class=""json"">
{
  ""issue"": {
    ""id"": 15,
    ...
    ""spent_hours"": 0,
    ...
  }
}
</code></pre>

This appears to break strict API clients which expect a float there. In our tests, this change appears to break the current Android version of RedminePM, probably due to some internal type exceptions. The attached patch was extracted from ""Planio"":https://plan.io/redmine-hosting and fixes this behavior. With it, we follow the previous behavior of always sending Floats.

"
25556,Redmine,Patch,NA,Closed,Normal,Traditional Chinese translation (to r16526),ChunChang Lo,NA,2017-04-08T18:42:00Z,Translations,NA,NA,NA,NA,0,2017-04-08T17:53:00Z,2017-04-08T18:42:00Z,"コピー元 #25341, コピー先 #25664",NA,NA,"* New
** field_digest
"
25557,Redmine,Patch,NA,Closed,Normal,Japanese translation update (r16528),Go MAEDA,NA,2017-04-09T06:02:00Z,Translations,NA,NA,NA,NA,0,2017-04-09T02:26:00Z,2017-04-09T06:02:00Z,NA,NA,NA,"Translated field_default_assigned_to.
"
25570,Redmine,Patch,NA,New,Normal,unchecked use of params[:query],Jens Kr?mer,NA,2017-04-11T06:56:00Z,Code cleanup/refactoring,NA,NA,NA,NA,0,2017-04-11T06:54:00Z,NA,NA,NA,NA,"Requests to URLs like @/issues?query=12@ result in an application error because @query.rb@ expects @params[:query]@ to be a hash, which it isn't in this case.

I know that there are a more instances in the code base where we assume @params[:foo]@ to be a hash without explicit type checking. This patch does not attempt to address this problem on a global level. For whatever reason it happens to us quite often in this particular place, causing false alerts in server monitoring.

This patch adds an explicit type check to resolve this @params[:query]@ case. As a bonus it makes the following 4 lines where values are taken out of the hash a bit nicer.

In general I think it would be preferably to raise an error of the 4xx class in such cases. Are there any plans to make use of Rails' Strong Parameters feature in the future? I think using these permit / require calls on parameters in controllers would catch such wrong types early and would lead to responses with a more appropriate error code automatically."
25573,Redmine,Patch,NA,Closed,Normal,Bulgarian translation,Ivan Cenov,NA,2017-04-13T07:19:00Z,Translations,NA,NA,NA,NA,0,2017-04-11T09:42:00Z,2017-04-13T07:19:00Z,NA,NA,NA,"Translated
* field_default_assigned_to
* setting_show_custom_fields_on_registration"
25590,Redmine,Patch,NA,Closed,High,prevent deadlocks in attachment deduplication,Jens Kr?mer,Jean-Philippe Lang,2017-04-13T14:10:00Z,Attachments,NA,NA,NA,NA,0,2017-04-12T03:53:00Z,2017-04-13T14:10:00Z,ブロックしている #25215,NA,NA,"At Planio we encountered occasional deadlocks caused by the inner lock statement on the query selecting a potentially already existing identical attachment. Running the query without @lock@ first and locking the found record second solved the problem for us.

To account for the possible failure of the inner lock (i.e. when @existing@ was found but cannot be locked) this patch also adds a @rescue@ clause that silently ignores such errors. Deduplication did not happen in this case either because the duplicate was removed (then a retry would be useless) or the database aborted the transaction (deadlock or waited too long for the lock, a retry might work but I'm not sure it's worth it)."
25609,Redmine,Patch,NA,Closed,Normal,Change Japanese translation for field_attr_*,Go MAEDA,NA,2017-04-16T17:21:00Z,Translations,3.4.0,NA,NA,NA,0,2017-04-15T11:36:00Z,2017-04-16T17:21:00Z,NA,NA,NA,"This patch improves Japanese translation for field_attr_* which are used in LDAP configuration page.

* *Fix UI inconsistency*: Japanese translation for ""Login"", ""First name"", ""Last name"" and ""Email"" in Redmine are ""ログインID"", ""名"", ""姓"", ""メールアドレス"". But different words (""ログイン"", ""名前"", ""苗字""　and ""メール"") are used in field_attr_*.
* *Improve understandability:* The current translations, ""ログイン属性"", ""名前属性"", ""苗字属性"" and ""メール属性"", are look like one word. In order to resolve this problem by indicates that they are two words, the patch insert a particle ""の"":https://en.wikipedia.org/wiki/Japanese_particles#no between words (""名属性"" -> ""名の属性"")."
25628,Redmine,Patch,NA,Closed,Normal,Better wording for issue update conflict resolution in German,Felix Sch?fer,NA,2017-05-19T18:08:00Z,Translations,3.4.0,NA,NA,NA,0,2017-04-18T11:50:00Z,2017-05-19T18:08:00Z,NA,NA,NA,The german translation of the update conflict resolution options are not very clear.
25653,Redmine,Patch,NA,Closed,Normal,Fix NoMethodError on HEAD requests to AccountController#register,Holger Just,Jean-Philippe Lang,2017-05-27T09:34:00Z,Accounts / authentication,3.2.7,NA,NA,NA,0,2017-04-19T19:06:00Z,2017-05-27T09:34:00Z,NA,NA,NA,"The attached patch fixes a NoMethodError when attempting to run a HEAD request against AccountController#register.

The cause of the bug is that HEAD requests did not trigger the check for @request.get?@."
25664,Redmine,Patch,NA,Closed,Normal,Traditional Chinese translation (to r16543),ChunChang Lo,NA,2017-05-19T17:01:00Z,Translations,NA,NA,NA,NA,0,2017-04-21T06:26:00Z,2017-05-19T17:01:00Z,コピー元 #25556,NA,NA,"* New
** field_default_assigned_to, setting_show_custom_fields_on_registration
"
25724,Redmine,Patch,NA,Closed,Normal,Min length of custom field isn't stored due to typo in safe_attributes,Jens Kr?mer,Jean-Philippe Lang,2017-06-06T22:48:00Z,Custom fields,3.4.0,NA,NA,NA,0,2017-04-28T15:58:00Z,2017-06-06T22:48:00Z,NA,NA,NA,patch attached
25731,Redmine,Patch,NA,Closed,Normal,Use only one if with two conditions in issue show instead of two ifs (if in if),Marius BALTEANU,NA,2017-05-30T14:05:00Z,Code cleanup/refactoring,NA,NA,NA,NA,0,2017-05-01T16:43:00Z,2017-05-30T14:05:00Z,NA,NA,NA,"I think that there are no reasons to use two ifs in source:trunk/app/views/issues/show.html.erb#L67. I propose to use only one with both conditions.

"
25745,Redmine,Patch,NA,Closed,Normal,Optimize Gantt Charts for mobile screens,Felix Gliesche,Jean-Philippe Lang,2017-05-27T09:36:00Z,UI - Responsive,3.2.7,NA,NA,NA,0,2017-05-03T12:12:00Z,2017-05-27T09:36:00Z,NA,NA,NA,"Once the screens goes below a certain width (~400px) it is impossible to horiziontally scroll the gantt chart area:

!before.png!

Attached you will find a patch that fixes this problem by setting the column that holds the issues to a width relative to the screen width, rather than a fixed width on mobile devices. 

!after.png!"
25775,Redmine,Patch,NA,Closed,Normal,Show assignee's icon in addition to author's icon,Go MAEDA,Jean-Philippe Lang,2017-06-10T14:27:00Z,UI,3.4.0,NA,NA,NA,0,2017-05-06T08:01:00Z,2017-06-10T14:27:00Z,関連している #19648,NA,NA,"In current versions of Redmine, author's icon is displayed in the upper left corner of issues if ""Use Gravatar user icons"" setting is enabled.

I think it would be very useful if we can see assignee's icon in addition to author's icon because who is the person in charge is important information to manage projects.

Currently we can see very small (14px) assignee's icon in ""Assignee"" field but it is not noticeable. If attached patch (attachment:0001-Show-assignee-s-icon-in-addition-to-author-s-icon.patch) is applied, assignee's icon will be much noticeable and we can easily know current assignee.

!{border: 1px solid #ccc;}.assignee-icon-with-author-icon@2x.png!"
25829,Redmine,Defect,NA,Closed,Normal,mysql2 0.3 gem doesn't properly close connections,Pavel Rosick?,Jean-Philippe Lang,2017-05-27T09:33:00Z,Gems support,3.2.7,NA,NA,NA,0,2017-05-13T00:27:00Z,2017-05-27T09:33:00Z,NA,Fixed,2.0.0,"Hi,
I found that mysql2 (0.3.21) doesn't properly closing connections.

Our mysql's error logs are full of these warnings
<pre>
11797 [Warning] Aborted connection 12561 to db: 'test' user: 'test' host: '127.0.0.1' (Got an error reading communication packets)
11798 [Warning] Aborted connection 12561 to db: 'test' user: 'test' host: '127.0.0.1' (Got an error reading communication packets)
11799 [Warning] Aborted connection 12561 to db: 'test' user: 'test' host: '127.0.0.1' (Got an error reading communication packets)
...
</pre>

it is already fixed, but the change wasn't backported to the 0.3.x branch
https://github.com/brianmario/mysql2/issues/606

I can confirm the issue is gone after upgrading to the current version 0.4.6.

This version is still compatible with Ruby 1.9+ and it passes redmine tests. I also run our specs and it looks like everything is ok.

Notable changes:
<pre>
* mysql 8 support
* prepared statements support
* connection.close/shutdown fix
* many bugfixes
</pre>

Full changelog:
https://github.com/brianmario/mysql2/releases"
25846,Redmine,Defect,NA,Needs feedback,Normal,Repository directory listing: ActionView::Template::Error (incompatible character encodings: ASCII-8BIT and UTF-8),Marc Vollmer,NA,2017-05-15T13:57:00Z,SCM,NA,NA,NA,NA,0,2017-05-15T10:42:00Z,NA,NA,NA,3.3.3,"Hello,

we have added 4 repositories (Git Remote) as projectarchvies to redmine.
When we open those repositories in the projectarchive view 3 of them work, one gives the following error:

<pre>
Started GET ""/projects/XXX/repository/XXX"" for XXX.XXX.XXX.XXX at 2017-05-15 10:10:00 +0200
Processing by RepositoriesController#show as HTML
  Parameters: {""id""=>""XXX"", ""repository_id""=>""XXX""}
  Current user: XXX (id=135)
  Rendered repositories/_navigation.html.erb (38.5ms)
  Rendered repositories/_breadcrumbs.html.erb (0.9ms)
  Rendered repositories/_dir_list_content.html.erb (10.4ms)
  Rendered repositories/_dir_list.html.erb (10.9ms)
  Rendered repositories/show.html.erb within layouts/base (53.8ms)
Completed 500 Internal Server Error in 168ms (ActiveRecord: 3.5ms)

ActionView::Template::Error (incompatible character encodings: ASCII-8BIT and UTF-8):
     8:                :locals => { :path => @path, :kind => 'dir', :revision => @rev } %></h2>
     9:
    10: <% if !@entries.nil? && authorize_for('repositories', 'browse') %>
    11:   <%= render :partial => 'dir_list' %>
    12: <% end %>
    13:
    14: <%= render_properties(@properties) %>
  app/views/repositories/show.html.erb:11:in `_app_views_repositories_show_html_erb__1302325350339252382_70155590060320'
  app/controllers/repositories_controller.rb:125:in `show'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
</pre>

My first guess was that theres a directory of file in the repository that has an invalid char as a name, so I wrote a little script to check all filenames against a regex and we just found a file containing a ~ in the name.

We had this repository working before, so the file must be added in the last 1 to 2 month but the file containing the ~ was added 2 years ago.

I already tried to re add the repository with no success and other repositories I added as a test also work.

Thanks for your help in advance!"
25853,Redmine,Patch,NA,New,Normal,Move left bottom links from project settings above,Marius BALTEANU,NA,2017-06-27T00:59:00Z,UI,Candidate for next minor release,NA,NA,NA,0,2017-05-15T21:50:00Z,NA,NA,NA,NA,"This patch is related to #24720 where all ""New item"" links were been moved above the list. 

There are three more links left under the list and I think it's better to have them all above the list:
1. ""Close completed versions"" from Versions tab
2. ""Delete"" from Wiki tab
3. ""Reset"" from Activities tab

I've attached 2 patches:

h3. move_close_completed_versions_above.patch

* adds the ""icon"" and ""icon-lock"" classes to the link (the same icon is used for button ""Close project"") 
* adds a class ""left"" for existing contextual class to let the icons aligned to left (according to the #24720)

h3. move_delete_and_reset_above_the_list.patch

* moves the ""Delete"" link from wiki tab on the same line with the wiki input field. I find it more natural to be there.
* moves the ""Reset"" link from activities above the list.
 
I made this patch after I find out that our users didn't know about the button ""Close completed version"" which is very well hidden when the projects have many versions."
25858,Redmine,Defect,NA,Closed,Normal,Easy Gantt crashes my browser Firefox,Niti Panchal,NA,2017-05-16T12:06:00Z,NA,NA,NA,NA,NA,0,2017-05-16T08:26:00Z,2017-05-16T12:06:00Z,NA,Invalid,NA,So every time I use Project Gantt my browser crashes. But when i use Easy Gantt for a specific project it work. i reinstalled the browser it is stillt he same problem. We are group of people using this tool but for some poeple it works for some it does not
25861,Redmine,Patch,NA,Closed,Normal,CSV Importer - handle UndefinedConversionErrors,Jens Kr?mer,Jean-Philippe Lang,2017-06-06T22:56:00Z,Importers,3.2.7,NA,NA,NA,0,2017-05-16T11:07:00Z,2017-06-06T22:56:00Z,NA,NA,NA,"The CSV import already handles a couple of Exceptions that may happen when the user-selected encoding does not match the real encoding of the CSV (or it contains otherwise illegal byte sequences). We recently encountered @Encoding::UndefinedConversionError@, which is not yet caught by that error handling. The attached patches add a test case and a fix for that."
25867,Redmine,Defect,NA,New,Normal,Assignable users should respect database collation,Pavel Rosick?,NA,2017-05-18T21:58:00Z,Database,NA,NA,NA,NA,0,2017-05-16T22:10:00Z,NA,NA,NA,NA,"mysql collation: utf8_general_ci
['a','u','?'] should be sorted as ['a','?','u'] but because of ruby sort it's reordered back as ['a','u','?']

<pre>
  def assignable_users
    users = project.assignable_users(tracker).to_a
    users << author if author && author.active?
    if assigned_to_id_was.present? && assignee = Principal.find_by_id(assigned_to_id_was)
      users << assignee
    end
    
    users.uniq.sort
  end
</pre>

I can provide a patch, are you interested or is it desired behaviour?

<pre>
Environment (not important, all redmine versions and databases are affected):
  Redmine version                3.3.3.devel.16557
  Ruby version                   2.1.5-p273 (2014-11-13) [x64-mingw32]
  Rails version                  4.2.8
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.9.5
  Git                            2.11.0
  Filesystem
Redmine plugins:
  no plugin installed
</pre>"
25868,Redmine,Defect,NA,Needs feedback,Normal,Can't upload over 2GB file,allen chen,NA,2017-05-17T16:04:00Z,Attachments,NA,NA,NA,NA,0,2017-05-17T02:24:00Z,NA,NA,NA,NA,"I use bitnami-redmine-3.3.3-0-windows-installer.exe to install Redmine.
My OS is win7 64 bit.
I set the upload file limit to 4GB.
But when I upload the large file that over 2 GB file it will show Internal Server error.

The Productions.log show below.

Processing by AttachmentsController#upload as JS
  Parameters: {""attachment_id""=>""1"", ""filename""=>""release1.tgz"", ""content_type""=>""application/gzip""}
  Current user: admin (id=1)
Completed 500 Internal Server Error in 140ms (ActiveRecord: 78.0ms)

RangeError (bignum too big to convert into `long'):
  app/controllers/attachments_controller.rb:92:in `upload'
  lib/redmine/sudo_mode.rb:63:in `sudo_mode'
"
25876,Redmine,Patch,NA,Closed,Normal,Gantt chart shows % done even if the field is disabled for the tracker,Jens Kr?mer,NA,2017-06-15T06:49:00Z,Gantt,3.4.0,NA,NA,NA,0,2017-05-17T02:55:00Z,2017-06-15T06:49:00Z,NA,NA,NA,"When disabling the _% done_ field for a given tracker, issues of this tracker still have _x %_ in their label in the gantt chart. The attached patch fixes this by checking @issue.disabled_core_fields@ when building the label."
25959,Redmine,Defect,NA,Closed,Normal,"""Smile of the death"" problem",Maxim Kru?ina,NA,2017-05-17T18:11:00Z,NA,NA,NA,NA,NA,0,2017-05-17T13:17:00Z,2017-05-17T14:33:00Z,NA,Invalid,3.3.1,"Hi, just pasted this string into Ticket description (or comment) and it will crash Redmine:
A druh? v?c, mo?n? bych ten pruh dole, sv?tle modrou, vym?nil za na?? tmav? modrou"
